678 3.5635526589600615e-06 	 1.0 	 0.02155969488270415 	 0.99599609375
679 3.7277533700318617e-06 	 1.0 	 0.02059277423511503 	 0.9966796875
680 3.5296492624276926e-06 	 1.0 	 0.02101166641911618 	 0.996484375
681 3.886853724951464e-06 	 1.0 	 0.02100105315306422 	 0.99658203125
682 3.773757241607337e-06 	 1.0 	 0.021041602463225218 	 0.996484375
683 3.508776770300858e-06 	 1.0 	 0.021168261635397555 	 0.996484375
684 3.540255146335092e-06 	 1.0 	 0.021289636589008863 	 0.99658203125
685 3.306668249840821e-06 	 1.0 	 0.020826985871486414 	 0.9962890625
686 3.186588159383238e-06 	 1.0 	 0.021858606256176926 	 0.9962890625
687 3.1336320169737152e-06 	 1.0 	 0.02157885407241693 	 0.99658203125
688 3.7247900452647072e-06 	 1.0 	 0.021223244525868525 	 0.99638671875
689 3.7449808959724726e-06 	 1.0 	 0.021422686227060693 	 0.996484375
690 3.656446364218895e-06 	 1.0 	 0.02143869731022221 	 0.99658203125
691 3.3284108447616763e-06 	 1.0 	 0.02064226517494916 	 0.996484375
692 3.1103091968154674e-06 	 1.0 	 0.021166145733359797 	 0.99658203125
693 3.2943043779503295e-06 	 1.0 	 0.021102917681457 	 0.9966796875
694 3.0195368389555985e-06 	 1.0 	 0.02130958795788942 	 0.99638671875
695 3.64118569398756e-06 	 1.0 	 0.021526520573156915 	 0.9962890625
696 3.3097085263499136e-06 	 1.0 	 0.021424983240206075 	 0.9962890625
697 3.930323840965226e-06 	 1.0 	 0.02132080194830053 	 0.99609375
698 3.4525428092769045e-06 	 1.0 	 0.021249315894839072 	 0.99677734375
699 4.056306044517174e-06 	 1.0 	 0.021755923824857602 	 0.996484375
700 3.2056127084531844e-06 	 1.0 	 0.021812023136910597 	 0.996484375
701 3.282291787630308e-06 	 1.0 	 0.020696608457663503 	 0.99658203125
702 3.15665255473393e-06 	 1.0 	 0.02242877244220267 	 0.99638671875
703 3.2518129871249866e-06 	 1.0 	 0.021223356110017022 	 0.996484375
704 3.299457359187266e-06 	 1.0 	 0.021526321343962707 	 0.99658203125
705 3.0242135413977862e-06 	 1.0 	 0.021113074786033793 	 0.99638671875
706 3.1883853646731973e-06 	 1.0 	 0.020990171421131264 	 0.99658203125
707 3.174026961161285e-06 	 1.0 	 0.020624923019251184 	 0.996484375
708 3.159879768312995e-06 	 1.0 	 0.021357272020490824 	 0.99677734375
709 3.3265023163607147e-06 	 1.0 	 0.02096797511627031 	 0.99658203125
710 3.177068750635749e-06 	 1.0 	 0.0204139468615395 	 0.996484375
711 3.5206741641615172e-06 	 1.0 	 0.02116171861802272 	 0.996484375
712 3.2048753001511024e-06 	 1.0 	 0.021173860931406097 	 0.996484375
713 3.2790800943399064e-06 	 1.0 	 0.021530049744831102 	 0.9962890625
714 3.1748505690916494e-06 	 1.0 	 0.020919699129686366 	 0.99658203125
715 3.17335216188714e-06 	 1.0 	 0.021019905641516345 	 0.996484375
716 3.130768770933338e-06 	 1.0 	 0.020868339426824888 	 0.99658203125
717 2.9574871690146422e-06 	 1.0 	 0.021365239650158685 	 0.996484375
718 3.6428318565731737e-06 	 1.0 	 0.021221118802730386 	 0.996484375
719 3.12340349617099e-06 	 1.0 	 0.021081271590355756 	 0.9962890625
720 3.0962186770011613e-06 	 1.0 	 0.020767046028102244 	 0.99658203125
721 3.0006273380578345e-06 	 1.0 	 0.02117910310885591 	 0.996484375
722 3.175530157750938e-06 	 1.0 	 0.020648049091786903 	 0.996484375
723 2.9288437757751053e-06 	 1.0 	 0.021548427737130282 	 0.9966796875
724 3.0464516405462307e-06 	 1.0 	 0.020603582745825123 	 0.99658203125
725 2.8393856867522193e-06 	 1.0 	 0.020775841355600733 	 0.996484375
726 3.124426688177815e-06 	 1.0 	 0.021145093736664934 	 0.99677734375
727 2.9940714532475356e-06 	 1.0 	 0.021286147856817195 	 0.99658203125
728 3.0460387946455425e-06 	 1.0 	 0.0214181815717275 	 0.9966796875
729 3.2316196539153785e-06 	 1.0 	 0.0212055619551073 	 0.99638671875
730 3.198036604067114e-06 	 1.0 	 0.02043452811303297 	 0.99638671875
731 2.990835405023605e-06 	 1.0 	 0.021069037951529167 	 0.99638671875
732 3.3984354948832734e-06 	 1.0 	 0.021260008859102442 	 0.99677734375
733 2.9883769576148983e-06 	 1.0 	 0.02110452710864692 	 0.99638671875
734 3.3992852051371226e-06 	 1.0 	 0.021164606968875434 	 0.996484375
735 2.95868424940115e-06 	 1.0 	 0.021114693146020613 	 0.99658203125
736 3.0490776262996007e-06 	 1.0 	 0.020618863485433535 	 0.99658203125
737 2.7581667643139005e-06 	 1.0 	 0.021224318947301413 	 0.996484375
738 3.22436035200444e-06 	 1.0 	 0.02090070180975232 	 0.9966796875
739 3.1594852472186e-06 	 1.0 	 0.02131726511940073 	 0.9966796875
740 2.884599953374519e-06 	 1.0 	 0.020997128342374792 	 0.9966796875
741 3.267623051471064e-06 	 1.0 	 0.020519804935005225 	 0.99677734375
742 2.7643598889629887e-06 	 1.0 	 0.021573676759850002 	 0.9966796875
743 2.9038433443734146e-06 	 1.0 	 0.020857680555633352 	 0.996484375
744 2.9892425823541637e-06 	 1.0 	 0.021391886670823368 	 0.996484375
745 3.3593154814153815e-06 	 1.0 	 0.021538543505097606 	 0.99658203125
746 3.3290090371342665e-06 	 1.0 	 0.021031766927271177 	 0.99638671875
747 2.9642136121397843e-06 	 1.0 	 0.021405456633519292 	 0.99677734375
748 2.909417901191843e-06 	 1.0 	 0.021384926886210565 	 0.9962890625
749 2.7605889637211323e-06 	 1.0 	 0.020929130043937504 	 0.996484375
750 3.3721012626788986e-06 	 1.0 	 0.02104325462945198 	 0.9962890625
751 2.7090643334071723e-06 	 1.0 	 0.022042707196893475 	 0.99677734375
752 3.07812702031462e-06 	 1.0 	 0.022033806055281956 	 0.99658203125
753 3.187714694760866e-06 	 1.0 	 0.021925325053646815 	 0.9962890625
754 2.9614579763611147e-06 	 1.0 	 0.021402435543106436 	 0.99658203125
755 3.027353779603088e-06 	 1.0 	 0.021398684687173385 	 0.9962890625
756 2.916020597429851e-06 	 1.0 	 0.02090833213240941 	 0.99658203125
757 2.9257349452305893e-06 	 1.0 	 0.021094557612138944 	 0.996484375
758 2.932169124137789e-06 	 1.0 	 0.020851332219295672 	 0.9966796875
759 2.940158651072683e-06 	 1.0 	 0.020661875155722244 	 0.99677734375
760 2.619807417459643e-06 	 1.0 	 0.021370130611674653 	 0.9966796875
761 2.827335694625624e-06 	 1.0 	 0.021609460704145534 	 0.9966796875
762 3.1431770384062376e-06 	 1.0 	 0.02118011071922723 	 0.9966796875
763 3.194237697906738e-06 	 1.0 	 0.021135292791749548 	 0.99677734375
764 3.091444172476542e-06 	 1.0 	 0.021237205410014327 	 0.99658203125
765 2.7615256183828925e-06 	 1.0 	 0.021023141827092216 	 0.99658203125
766 2.8939007532365386e-06 	 1.0 	 0.021796311912500956 	 0.996484375
767 2.968555856337411e-06 	 1.0 	 0.021177580512974713 	 0.99638671875
768 2.6150117769236398e-06 	 1.0 	 0.022052136810418687 	 0.99619140625
769 2.7209218361265748e-06 	 1.0 	 0.021439389393228935 	 0.9962890625
770 2.551115114272161e-06 	 1.0 	 0.021946675407782834 	 0.99619140625
771 2.9966085073267183e-06 	 1.0 	 0.021382945190697455 	 0.99677734375
772 3.0497357136812907e-06 	 1.0 	 0.02152472194856898 	 0.9966796875
773 2.675653628152747e-06 	 1.0 	 0.02111893674982781 	 0.9966796875
774 2.558806854018569e-06 	 1.0 	 0.020978374507173214 	 0.996484375
775 2.3799082285227193e-06 	 1.0 	 0.02093913569768091 	 0.99677734375
776 2.507058019231492e-06 	 1.0 	 0.021547313801563918 	 0.99658203125
777 2.5231125739549303e-06 	 1.0 	 0.021579769756527867 	 0.9962890625
778 2.7547480840730435e-06 	 1.0 	 0.0211163748539235 	 0.9962890625
779 2.4545047434316064e-06 	 1.0 	 0.02134902097305371 	 0.99619140625
780 2.8651281573773844e-06 	 1.0 	 0.021496439417680334 	 0.9966796875
781 2.821692250779826e-06 	 1.0 	 0.022315076015429723 	 0.99677734375
782 2.5493133690684318e-06 	 1.0 	 0.02230980602674961 	 0.99619140625
783 2.6350920562782516e-06 	 1.0 	 0.02190043648511164 	 0.99658203125
784 2.5374937189777053e-06 	 1.0 	 0.021015865050286207 	 0.9966796875
785 2.8532473933424033e-06 	 1.0 	 0.021075566980181294 	 0.99677734375
786 2.6498628007875433e-06 	 1.0 	 0.02076126712487465 	 0.99677734375
787 3.139810871889355e-06 	 1.0 	 0.0208990018043508 	 0.996484375
788 2.9353389579926937e-06 	 1.0 	 0.021199804068358218 	 0.99658203125
789 2.9408018241805215e-06 	 1.0 	 0.021211065987601786 	 0.996484375
790 2.7081613171105945e-06 	 1.0 	 0.021476706473324468 	 0.99638671875
791 2.5307596755530883e-06 	 1.0 	 0.021545472745584958 	 0.996484375
792 2.602184810277085e-06 	 1.0 	 0.021481905889303477 	 0.9966796875
793 2.330549857723807e-06 	 1.0 	 0.021004709806101828 	 0.99677734375
794 2.54184652892764e-06 	 1.0 	 0.021341508206077008 	 0.99658203125
795 2.6634617679368382e-06 	 1.0 	 0.021650328731250567 	 0.9962890625
796 2.4238059878985217e-06 	 1.0 	 0.02185496766015973 	 0.99638671875
797 2.751918120508618e-06 	 1.0 	 0.021325531588306034 	 0.996875
798 2.6096103663947877e-06 	 1.0 	 0.02147289813740727 	 0.9966796875
799 2.620463634169486e-06 	 1.0 	 0.021796730223690018 	 0.9966796875
800 2.8562946828174356e-06 	 1.0 	 0.021131730030093367 	 0.996484375
801 2.7634220936529824e-06 	 1.0 	 0.02092931200023358 	 0.9966796875
802 2.42654845911937e-06 	 1.0 	 0.021118832928709707 	 0.99677734375
803 3.047348432561133e-06 	 1.0 	 0.021013157502264335 	 0.99677734375
804 2.7275907698489636e-06 	 1.0 	 0.020676743531495845 	 0.99658203125
805 2.778582815853789e-06 	 1.0 	 0.021410319633619678 	 0.99677734375
806 2.6333930815043694e-06 	 1.0 	 0.02149297605742646 	 0.99677734375
807 2.7512569422115097e-06 	 1.0 	 0.02170530958053831 	 0.9966796875
808 2.579572608670052e-06 	 1.0 	 0.021288752105888875 	 0.99677734375
809 2.958768680922884e-06 	 1.0 	 0.021226453656733212 	 0.99638671875
810 2.5799438172025638e-06 	 1.0 	 0.020945681501239478 	 0.99658203125
811 2.552958688890503e-06 	 1.0 	 0.02135188209442518 	 0.99658203125
812 2.335440416447357e-06 	 1.0 	 0.02124164147625791 	 0.99658203125
813 2.660573740055773e-06 	 1.0 	 0.02158519982056504 	 0.99638671875
814 2.390663389935508e-06 	 1.0 	 0.02100014753200128 	 0.99677734375
815 2.3790259296896914e-06 	 1.0 	 0.02052626869391432 	 0.99658203125
816 2.845333638466781e-06 	 1.0 	 0.021513666159271593 	 0.99638671875
817 2.6792663202158415e-06 	 1.0 	 0.020866812352387853 	 0.99658203125
818 2.844745132009234e-06 	 1.0 	 0.02150357020173672 	 0.996484375
819 2.9380468388301282e-06 	 1.0 	 0.021052861022211287 	 0.9966796875
820 2.271506874919682e-06 	 1.0 	 0.02118054290911644 	 0.9962890625
821 2.477044862785997e-06 	 1.0 	 0.02154862531063557 	 0.99658203125
822 2.956802985633479e-06 	 1.0 	 0.02146590872168872 	 0.9966796875
823 2.6760555765449076e-06 	 1.0 	 0.020969661524793536 	 0.99638671875
824 2.8420047019177997e-06 	 1.0 	 0.021541919320040393 	 0.99658203125
825 2.451258747027857e-06 	 1.0 	 0.021152057614754936 	 0.9966796875
826 2.6477790277607234e-06 	 1.0 	 0.021272664478952662 	 0.9962890625
827 2.7967520680230827e-06 	 1.0 	 0.020883599547625663 	 0.99677734375
828 2.6459956043103155e-06 	 1.0 	 0.0208516828370378 	 0.996875
829 2.415265978900739e-06 	 1.0 	 0.021344740229150717 	 0.99677734375
830 2.5688723412085404e-06 	 1.0 	 0.02102887988516642 	 0.9966796875
831 2.469483598166739e-06 	 1.0 	 0.021508786407360248 	 0.9962890625
832 2.4324743752136585e-06 	 1.0 	 0.02140572296909795 	 0.996484375
833 2.5851649792128326e-06 	 1.0 	 0.020974436948436904 	 0.99658203125
834 2.5798889913616234e-06 	 1.0 	 0.022504061843129364 	 0.9962890625
835 2.5582377832127457e-06 	 1.0 	 0.02123474624015529 	 0.99658203125
836 3.281146583187523e-06 	 1.0 	 0.021260310167841114 	 0.996875
837 2.393112432229846e-06 	 1.0 	 0.021368918044940698 	 0.99677734375
838 2.62210427233076e-06 	 1.0 	 0.021389419605350214 	 0.99677734375
839 2.5878155095474038e-06 	 1.0 	 0.02090411102397525 	 0.99658203125
840 2.7730143933997606e-06 	 1.0 	 0.021176214780258818 	 0.99677734375
841 2.6473281691684334e-06 	 1.0 	 0.02082120448412681 	 0.9966796875
842 2.5706742474928534e-06 	 1.0 	 0.02150608439075654 	 0.9966796875
843 2.3892254615118343e-06 	 1.0 	 0.021401460399410866 	 0.9966796875
844 2.656029978015097e-06 	 1.0 	 0.021650855584000796 	 0.996484375
845 2.489822512169576e-06 	 1.0 	 0.02140507524512003 	 0.996484375
846 2.504094875534614e-06 	 1.0 	 0.020989287738352402 	 0.9966796875
847 2.633364706025648e-06 	 1.0 	 0.021470865050133625 	 0.99658203125
848 2.6057702973852092e-06 	 1.0 	 0.021770645338425255 	 0.99658203125
849 2.6864912585355237e-06 	 1.0 	 0.021390329785160846 	 0.9966796875
850 2.4531449579175237e-06 	 1.0 	 0.0216415674169383 	 0.99658203125
851 2.532796596082465e-06 	 1.0 	 0.021414592319786863 	 0.9962890625
852 2.8177249417023765e-06 	 1.0 	 0.021796785774593985 	 0.9966796875
853 2.3507681854644406e-06 	 1.0 	 0.02129882124988285 	 0.996484375
854 2.549360561099902e-06 	 1.0 	 0.020649291324362905 	 0.99658203125
855 2.715823787584575e-06 	 1.0 	 0.021113878695334164 	 0.99677734375
856 2.8247372085116483e-06 	 1.0 	 0.021310762547436468 	 0.99658203125
857 2.645027926080641e-06 	 1.0 	 0.02075300078292628 	 0.99677734375
858 2.6124047842138383e-06 	 1.0 	 0.020949320200511323 	 0.9966796875
859 2.1896344020331624e-06 	 1.0 	 0.020959789753174363 	 0.9966796875
860 2.387972831802867e-06 	 1.0 	 0.020812705276330234 	 0.996875
861 2.1686533661622866e-06 	 1.0 	 0.021922398338018213 	 0.99638671875
862 2.5394101234632196e-06 	 1.0 	 0.020556839190509636 	 0.996875
863 2.5110303064694792e-06 	 1.0 	 0.02134865377908639 	 0.996875
864 2.458798996300789e-06 	 1.0 	 0.02117095891876062 	 0.99638671875
865 2.1470393876905506e-06 	 1.0 	 0.021129613191735785 	 0.99677734375
866 2.1726221682881036e-06 	 1.0 	 0.02112514030337138 	 0.99677734375
867 2.7812848676239577e-06 	 1.0 	 0.021293070927795553 	 0.99677734375
868 2.4206020663101287e-06 	 1.0 	 0.021531451228535302 	 0.99658203125
869 2.525197023360283e-06 	 1.0 	 0.02103626882095284 	 0.9966796875
870 2.3773759817103687e-06 	 1.0 	 0.02182984864493278 	 0.996484375
871 2.5205606060380353e-06 	 1.0 	 0.020887566732667295 	 0.99677734375
872 2.476109775025435e-06 	 1.0 	 0.021007306437007146 	 0.99677734375
873 2.6805122946653447e-06 	 1.0 	 0.021198964422619326 	 0.99658203125
874 2.552832853916349e-06 	 1.0 	 0.021105842092261184 	 0.9966796875
875 2.3227037313244626e-06 	 1.0 	 0.02114762267011656 	 0.996875
876 2.51832704260664e-06 	 1.0 	 0.02143550876010849 	 0.996875
877 2.4235220161322722e-06 	 1.0 	 0.021356671156027573 	 0.9966796875
878 2.7219936170446403e-06 	 1.0 	 0.0220094555803513 	 0.9966796875
879 2.1526908069151603e-06 	 1.0 	 0.021199002123088916 	 0.9966796875
880 2.259285678629425e-06 	 1.0 	 0.0208655953283305 	 0.99677734375
881 2.3091218674294735e-06 	 1.0 	 0.021209254507465403 	 0.99677734375
882 2.6452796470571848e-06 	 1.0 	 0.021462993371581262 	 0.99677734375
883 2.1671081483296558e-06 	 1.0 	 0.020714853934600798 	 0.9966796875
884 2.589059141422918e-06 	 1.0 	 0.02069906299023643 	 0.9966796875
885 2.299749518276381e-06 	 1.0 	 0.021564768283020185 	 0.9966796875
886 2.325623119836017e-06 	 1.0 	 0.02101913153470747 	 0.99677734375
887 2.465236274773492e-06 	 1.0 	 0.021088306411439817 	 0.99658203125
888 2.34647911763095e-06 	 1.0 	 0.021550818831718034 	 0.99677734375
889 2.3950557509111546e-06 	 1.0 	 0.02141119660146131 	 0.99658203125
890 2.2971796004144603e-06 	 1.0 	 0.02219609274766867 	 0.996484375
891 2.12919663459683e-06 	 1.0 	 0.021429935213763684 	 0.9966796875
892 2.353866758461375e-06 	 1.0 	 0.021629361607541853 	 0.9966796875
893 2.858688265997348e-06 	 1.0 	 0.0218215668722749 	 0.99658203125
894 2.436686178448338e-06 	 1.0 	 0.021627690706453963 	 0.99658203125
895 2.2126327493438428e-06 	 1.0 	 0.02133337117640366 	 0.99677734375
896 2.4439925108013355e-06 	 1.0 	 0.02151186874419153 	 0.99658203125
897 2.3306203130334807e-06 	 1.0 	 0.021286690963628275 	 0.9966796875
898 2.435478598893373e-06 	 1.0 	 0.02166397034776608 	 0.99658203125
899 2.929149068257505e-06 	 1.0 	 0.021400627545229867 	 0.996484375
900 2.447770626953747e-06 	 1.0 	 0.021167067963033047 	 0.99658203125
901 2.4116704903311764e-06 	 1.0 	 0.020822353123666204 	 0.9966796875
902 2.6148099116960654e-06 	 1.0 	 0.020964906324575594 	 0.99658203125
903 2.592047097199439e-06 	 1.0 	 0.02114916346672544 	 0.9966796875
904 2.3351935341396365e-06 	 1.0 	 0.021273350260995017 	 0.99658203125
905 2.438942956673844e-06 	 1.0 	 0.02221124045132683 	 0.99619140625
906 2.4708505967617645e-06 	 1.0 	 0.021126068938504973 	 0.99658203125
907 2.3840874263141883e-06 	 1.0 	 0.020838907198522348 	 0.996484375
908 2.28083871114302e-06 	 1.0 	 0.02169059028852658 	 0.99638671875
909 2.1749598713343046e-06 	 1.0 	 0.020981948029046293 	 0.99677734375
910 2.370164859321751e-06 	 1.0 	 0.021497449580314056 	 0.99658203125
911 2.411539102656353e-06 	 1.0 	 0.021397178934311967 	 0.9962890625
912 2.3855266299349175e-06 	 1.0 	 0.021675562604434616 	 0.99677734375
913 2.3883311961941693e-06 	 1.0 	 0.022340621258943826 	 0.996484375
914 2.30127600889202e-06 	 1.0 	 0.021696817844977546 	 0.99658203125
915 2.4327579505297716e-06 	 1.0 	 0.020826833760368403 	 0.996484375
916 2.060836327577899e-06 	 1.0 	 0.021061688794955558 	 0.99677734375
917 2.468213459594416e-06 	 1.0 	 0.021530257276659626 	 0.99619140625
918 2.630938018459779e-06 	 1.0 	 0.02103970503327588 	 0.99658203125
919 2.483155527115183e-06 	 1.0 	 0.02099818889094678 	 0.99677734375
920 2.223688340291817e-06 	 1.0 	 0.021802495240368813 	 0.9966796875
921 2.555869753330305e-06 	 1.0 	 0.02097456914640077 	 0.99677734375
922 2.1020360110971913e-06 	 1.0 	 0.0214770539418744 	 0.9966796875
923 2.1734855036623083e-06 	 1.0 	 0.021227067297918723 	 0.99638671875
924 2.186822997336166e-06 	 1.0 	 0.021143690915349112 	 0.99658203125
925 2.150698469798619e-06 	 1.0 	 0.020986023038759783 	 0.996484375
926 2.3654287054962754e-06 	 1.0 	 0.02173985469199735 	 0.9962890625
927 2.3124878573828464e-06 	 1.0 	 0.02140078338334348 	 0.9966796875
928 2.164094027062218e-06 	 1.0 	 0.02151028210629846 	 0.99638671875
929 2.1527137434527397e-06 	 1.0 	 0.021140059321137984 	 0.99658203125
930 2.3307943757232897e-06 	 1.0 	 0.02187311725075176 	 0.99677734375
931 2.3232555071203036e-06 	 1.0 	 0.02159956786406809 	 0.996484375
932 2.4071607361379053e-06 	 1.0 	 0.020966027774439056 	 0.99658203125
933 2.5336519285284267e-06 	 1.0 	 0.021286419198243322 	 0.99677734375
934 2.292227870467098e-06 	 1.0 	 0.021207006714378453 	 0.9966796875
935 2.1716069768107588e-06 	 1.0 	 0.021763938740422616 	 0.99658203125
936 2.2826957040065644e-06 	 1.0 	 0.020961546069369775 	 0.99677734375
937 2.7069997129053295e-06 	 1.0 	 0.02080439268484824 	 0.99658203125
938 2.258099288367463e-06 	 1.0 	 0.02191977783974579 	 0.99658203125
939 2.0523093432827743e-06 	 1.0 	 0.021703687745642953 	 0.9966796875
940 2.4204705483751944e-06 	 1.0 	 0.02173664689738075 	 0.9966796875
941 2.1236932640566434e-06 	 1.0 	 0.02167549431652276 	 0.99658203125
942 2.1933563728794944e-06 	 1.0 	 0.021751800555076528 	 0.99658203125
943 2.207376054018153e-06 	 1.0 	 0.02132243555105475 	 0.9966796875
944 2.1762687281980595e-06 	 1.0 	 0.021818509071366777 	 0.9966796875
945 2.1360225751484677e-06 	 1.0 	 0.022684024664334147 	 0.996484375
946 2.443277378431986e-06 	 1.0 	 0.021234548841027136 	 0.99677734375
947 2.25102876025221e-06 	 1.0 	 0.0215193038444923 	 0.9966796875
948 2.5725567881294445e-06 	 1.0 	 0.0209358588170268 	 0.9966796875
949 2.5630949691796205e-06 	 1.0 	 0.02130385342201748 	 0.99658203125
950 1.911294570509013e-06 	 1.0 	 0.021451521646957163 	 0.99638671875
951 2.5842342462251355e-06 	 1.0 	 0.021555440369872513 	 0.99638671875
952 2.272496946403417e-06 	 1.0 	 0.021871450482903045 	 0.996484375
953 2.8713617243017472e-06 	 1.0 	 0.020558041679190352 	 0.996875
954 2.0326434185782135e-06 	 1.0 	 0.02121428172268196 	 0.99677734375
955 2.2547474145540036e-06 	 1.0 	 0.022229744969040864 	 0.99658203125
956 2.333553641484889e-06 	 1.0 	 0.02107721116838377 	 0.99638671875
957 1.9313098570465857e-06 	 1.0 	 0.021320173981475676 	 0.99658203125
958 2.297400449526689e-06 	 1.0 	 0.02096014276295861 	 0.996484375
959 2.2726311298730947e-06 	 1.0 	 0.02120553485921022 	 0.996484375
960 2.1467738979586185e-06 	 1.0 	 0.021922285802510544 	 0.99658203125
961 2.1616063372036185e-06 	 1.0 	 0.021518895558591565 	 0.996484375
962 2.3530910695331108e-06 	 1.0 	 0.021221244529961325 	 0.99658203125
963 2.3615450074181667e-06 	 1.0 	 0.021868400133503486 	 0.9962890625
964 2.1107050179474418e-06 	 1.0 	 0.021070146814165726 	 0.99658203125
965 2.5497919772803177e-06 	 1.0 	 0.02105786535119023 	 0.9966796875
966 2.2243114667175236e-06 	 1.0 	 0.021143353890300885 	 0.99677734375
967 2.2532525508315692e-06 	 1.0 	 0.021871723298085045 	 0.99677734375
968 1.992998602243628e-06 	 1.0 	 0.021037493899264348 	 0.9966796875
969 2.515921952777726e-06 	 1.0 	 0.021649804390941794 	 0.9966796875
970 1.9639671000217986e-06 	 1.0 	 0.021492731753815518 	 0.99638671875
971 2.0750424225653936e-06 	 1.0 	 0.021351749214632322 	 0.99658203125
972 2.5046532965587274e-06 	 1.0 	 0.021208041724934644 	 0.9966796875
973 2.309716402487771e-06 	 1.0 	 0.021331670609963282 	 0.996484375
974 2.2724193693111816e-06 	 1.0 	 0.021621050869458713 	 0.99638671875
975 2.316588765285961e-06 	 1.0 	 0.020861305835121868 	 0.99677734375
976 2.2153531954117475e-06 	 1.0 	 0.02149146900256227 	 0.99677734375
977 1.944263448441906e-06 	 1.0 	 0.020980525598265843 	 0.9966796875
978 2.42327821398188e-06 	 1.0 	 0.021206611411435004 	 0.996484375
979 2.0952051319282638e-06 	 1.0 	 0.02127126450973691 	 0.996484375
980 2.461963965754683e-06 	 1.0 	 0.02154102970652403 	 0.996484375
981 2.223330611790832e-06 	 1.0 	 0.02144771035891253 	 0.9962890625
982 2.247707129318278e-06 	 1.0 	 0.021683086774780237 	 0.9966796875
983 2.47250728148581e-06 	 1.0 	 0.021088113883911318 	 0.99638671875
984 2.0934891297882207e-06 	 1.0 	 0.021181612315021425 	 0.99677734375
985 2.2053554059714274e-06 	 1.0 	 0.021114148794071495 	 0.99658203125
986 2.306661574790348e-06 	 1.0 	 0.022119292647199983 	 0.996875
987 2.317050138747704e-06 	 1.0 	 0.021678245343701264 	 0.99677734375
988 2.5897437607974653e-06 	 1.0 	 0.021676500866674074 	 0.99658203125
989 2.0351143886211707e-06 	 1.0 	 0.021650239350769596 	 0.99677734375
990 2.3647436514367603e-06 	 1.0 	 0.021363099879989987 	 0.9966796875
991 2.546812136592392e-06 	 1.0 	 0.021882673063667823 	 0.9966796875
992 2.317263258172625e-06 	 1.0 	 0.021263243391770457 	 0.99677734375
993 2.4707253342197374e-06 	 1.0 	 0.02154284999748555 	 0.99677734375
994 2.1535986070724566e-06 	 1.0 	 0.021170856973260755 	 0.9966796875
995 2.145899653590898e-06 	 1.0 	 0.02102206976691079 	 0.99658203125
996 2.1330324627384505e-06 	 1.0 	 0.022014443932325635 	 0.996875
997 2.134706771393796e-06 	 1.0 	 0.0210633610981553 	 0.9966796875
998 2.8149759174966048e-06 	 1.0 	 0.021435290147514507 	 0.99677734375
999 2.0146614595135027e-06 	 1.0 	 0.021329500498956832 	 0.9966796875
