5728 1.0037585577140362e-06 	 1.0 	 0.028035487556971134 	 0.9957068690095847
5729 1.2559515874930583e-06 	 1.0 	 0.027194417099077675 	 0.9957068690095847
5730 2.0914597245706544e-06 	 1.0 	 0.026918602447396446 	 0.9956070287539937
5731 9.466426033088738e-07 	 1.0 	 0.027122997826447382 	 0.9959065495207667
5732 8.7765681350362e-07 	 1.0 	 0.027624865771373637 	 0.9957068690095847
5733 9.017041207857801e-07 	 1.0 	 0.02807619642412963 	 0.9957068690095847
5734 1.1928411488526081e-06 	 1.0 	 0.027637634200542917 	 0.9957068690095847
5735 1.0636479775206453e-06 	 1.0 	 0.027431953016146555 	 0.9958067092651757
5736 9.079969879843475e-07 	 1.0 	 0.02833832246490499 	 0.9959065495207667
5737 9.381082167806199e-07 	 1.0 	 0.027517234920156758 	 0.9958067092651757
5738 9.471920447623461e-07 	 1.0 	 0.027480486094889213 	 0.9956070287539937
5739 9.455975511716019e-07 	 1.0 	 0.027793980890410314 	 0.9955071884984026
5740 1.083122924329416e-06 	 1.0 	 0.027334167426883417 	 0.9959065495207667
5741 8.758483874518674e-07 	 1.0 	 0.02777372653767107 	 0.9956070287539937
5742 1.0443183217540763e-06 	 1.0 	 0.02769585815784607 	 0.9957068690095847
5743 1.186931044333619e-06 	 1.0 	 0.027692182369032852 	 0.9957068690095847
5744 9.651702863720858e-07 	 1.0 	 0.027598333534349467 	 0.9959065495207667
5745 1.129636716541853e-06 	 1.0 	 0.02826051365880206 	 0.9958067092651757
5746 8.279011213335252e-07 	 1.0 	 0.028389711920087452 	 0.9955071884984026
5747 9.113809744007995e-07 	 1.0 	 0.027407201520563917 	 0.9958067092651757
5748 1.0548170291068004e-06 	 1.0 	 0.027219749573236304 	 0.9958067092651757
5749 1.1349823921410973e-06 	 1.0 	 0.026791694634023595 	 0.9958067092651757
5750 9.504183368230202e-07 	 1.0 	 0.026683232852062966 	 0.9959065495207667
5751 1.0361359215704624e-06 	 1.0 	 0.027794244452588858 	 0.9957068690095847
5752 8.466454740167251e-07 	 1.0 	 0.02773155339999445 	 0.9955071884984026
5753 1.0057758002653827e-06 	 1.0 	 0.02857945695179308 	 0.9956070287539937
5754 9.085727540193034e-07 	 1.0 	 0.028364085270493902 	 0.9958067092651757
5755 9.049801455219609e-07 	 1.0 	 0.028132524384894202 	 0.9956070287539937
5756 9.290120832871196e-07 	 1.0 	 0.027548804609737656 	 0.9957068690095847
5757 1.6178103890521811e-06 	 1.0 	 0.027431269750476526 	 0.9958067092651757
5758 9.97008625621447e-07 	 1.0 	 0.026911339709084953 	 0.9959065495207667
5759 9.663564876966291e-07 	 1.0 	 0.027281611676802507 	 0.9958067092651757
5760 8.407069616708896e-07 	 1.0 	 0.028073102698205087 	 0.9956070287539937
5761 9.811088285020731e-07 	 1.0 	 0.028315811347167225 	 0.9958067092651757
5762 8.463651569124408e-07 	 1.0 	 0.02721749661466745 	 0.9958067092651757
5763 9.370794652946302e-07 	 1.0 	 0.027210136657643453 	 0.9959065495207667
5764 9.999857481466279e-07 	 1.0 	 0.027897199387553168 	 0.9955071884984026
5765 8.595967009625838e-07 	 1.0 	 0.026998614357418158 	 0.9960063897763578
5766 9.393131877379801e-07 	 1.0 	 0.02742079832084013 	 0.9958067092651757
5767 1.0188020275610655e-06 	 1.0 	 0.02721616870566638 	 0.9960063897763578
5768 8.933909999910839e-07 	 1.0 	 0.02684900863087373 	 0.9958067092651757
5769 8.850481333593052e-07 	 1.0 	 0.027046104982950726 	 0.9961062300319489
5770 9.335703602801005e-07 	 1.0 	 0.027638157213302157 	 0.9959065495207667
5771 9.071094317158668e-07 	 1.0 	 0.02718130553944704 	 0.9960063897763578
5772 9.195315261294468e-07 	 1.0 	 0.02706880472938647 	 0.9960063897763578
5773 1.0309154042712976e-06 	 1.0 	 0.027648963203382358 	 0.9957068690095847
5774 8.30646746652235e-07 	 1.0 	 0.027982609959886065 	 0.9957068690095847
5775 9.174217449773892e-07 	 1.0 	 0.027631538996751973 	 0.9958067092651757
5776 7.815584925593555e-07 	 1.0 	 0.02849331999186425 	 0.9958067092651757
5777 8.414774436293726e-07 	 1.0 	 0.026963079079950332 	 0.9959065495207667
5778 8.341023263142233e-07 	 1.0 	 0.027330943379973324 	 0.9958067092651757
5779 1.1006292527270034e-06 	 1.0 	 0.02781389382554671 	 0.9958067092651757
5780 9.134013855461376e-07 	 1.0 	 0.026941742129410397 	 0.9960063897763578
5781 8.080408711695952e-07 	 1.0 	 0.0271537407506368 	 0.9958067092651757
5782 9.37411924290501e-07 	 1.0 	 0.028037773823733913 	 0.9958067092651757
5783 7.997487620585275e-07 	 1.0 	 0.027906801213359634 	 0.9958067092651757
5784 7.712504135180609e-07 	 1.0 	 0.027382024971580435 	 0.9960063897763578
5785 9.269178376706577e-07 	 1.0 	 0.02782351959012522 	 0.9957068690095847
5786 9.171484080860637e-07 	 1.0 	 0.02718863443201675 	 0.9959065495207667
5787 5.272620165450235e-06 	 1.0 	 0.026900115851919072 	 0.9959065495207667
5788 1.2389499736525523e-06 	 1.0 	 0.026864974429005744 	 0.9959065495207667
5789 1.0721391100764776e-06 	 1.0 	 0.026871526239523578 	 0.9958067092651757
5790 1.0767825875848304e-06 	 1.0 	 0.026818766936157694 	 0.9960063897763578
5791 9.700746020274663e-07 	 1.0 	 0.027257554087489963 	 0.9960063897763578
5792 1.018633828037423e-06 	 1.0 	 0.026872689526886102 	 0.9958067092651757
5793 1.0285572179046199e-06 	 1.0 	 0.027085751211516535 	 0.9962060702875399
5794 9.90557444753506e-07 	 1.0 	 0.02703059567700712 	 0.9959065495207667
5795 9.001536934590603e-07 	 1.0 	 0.027527952647040412 	 0.9960063897763578
5796 9.571317291116088e-07 	 1.0 	 0.027679566833434695 	 0.9960063897763578
5797 9.192682944454589e-07 	 1.0 	 0.026971608732895853 	 0.9959065495207667
5798 9.762479685588232e-07 	 1.0 	 0.027183234700182832 	 0.9959065495207667
5799 9.534197280049739e-07 	 1.0 	 0.027052250852823388 	 0.9960063897763578
5800 8.705410074128395e-07 	 1.0 	 0.027607014846149948 	 0.9957068690095847
5801 9.569270032544353e-07 	 1.0 	 0.026733121508319337 	 0.9960063897763578
5802 1.092100974407515e-06 	 1.0 	 0.02682570952599619 	 0.9960063897763578
5803 9.886603089216807e-07 	 1.0 	 0.026890977369567044 	 0.9960063897763578
5804 9.004815822090961e-07 	 1.0 	 0.02727203025553333 	 0.9960063897763578
5805 1.9923784421834514e-06 	 1.0 	 0.026955849432329274 	 0.9959065495207667
5806 1.2544349460267768e-06 	 1.0 	 0.027721212920117574 	 0.9959065495207667
5807 1.0047857225612233e-06 	 1.0 	 0.027066398433166303 	 0.9958067092651757
5808 8.831468442552648e-07 	 1.0 	 0.026604752066910552 	 0.9959065495207667
5809 8.573868524754857e-07 	 1.0 	 0.02689429579958938 	 0.9960063897763578
5810 1.0869144455324431e-06 	 1.0 	 0.028191508363245393 	 0.9957068690095847
5811 8.178893334313386e-07 	 1.0 	 0.027253913605782398 	 0.9956070287539937
5812 8.696337965614021e-07 	 1.0 	 0.027463038981098267 	 0.9959065495207667
5813 8.085985011805974e-07 	 1.0 	 0.027137531582853557 	 0.9959065495207667
5814 1.0826763732114842e-06 	 1.0 	 0.028353102929050106 	 0.9960063897763578
5815 9.337591334809759e-07 	 1.0 	 0.027214637860722316 	 0.9960063897763578
5816 8.842101030978711e-07 	 1.0 	 0.026730915926464763 	 0.9957068690095847
5817 9.058359749553801e-07 	 1.0 	 0.026831471772902248 	 0.9958067092651757
5818 8.151009396542009e-07 	 1.0 	 0.027332852724799746 	 0.9958067092651757
5819 8.660159506888476e-07 	 1.0 	 0.02793242662771288 	 0.9959065495207667
5820 8.150059845587521e-07 	 1.0 	 0.02676645599459201 	 0.9958067092651757
5821 7.916422074359275e-07 	 1.0 	 0.027732452771217518 	 0.9956070287539937
5822 9.657275823678901e-07 	 1.0 	 0.026842086800056182 	 0.9958067092651757
5823 1.0645503271183543e-06 	 1.0 	 0.02672142735819505 	 0.9959065495207667
5824 9.213894098182607e-07 	 1.0 	 0.027284777913302864 	 0.9957068690095847
5825 8.391859721150751e-07 	 1.0 	 0.027291804498102697 	 0.9959065495207667
5826 1.0609856928206795e-06 	 1.0 	 0.027563567389618154 	 0.9959065495207667
5827 8.688261143970521e-07 	 1.0 	 0.026898950507226207 	 0.9957068690095847
5828 8.636136911542281e-07 	 1.0 	 0.02671086127437423 	 0.9959065495207667
5829 8.415211457105442e-07 	 1.0 	 0.02721796096281394 	 0.9958067092651757
5830 7.359077104037226e-07 	 1.0 	 0.027435812827436356 	 0.9958067092651757
5831 7.845827416116435e-07 	 1.0 	 0.027668109797555605 	 0.9959065495207667
5832 8.285342303832976e-07 	 1.0 	 0.02712613554734711 	 0.9956070287539937
5833 8.787755165862165e-07 	 1.0 	 0.02759165549465508 	 0.9960063897763578
5834 8.447089243854577e-07 	 1.0 	 0.026535890206994518 	 0.9959065495207667
5835 7.968583879517155e-07 	 1.0 	 0.027414169819175882 	 0.9959065495207667
5836 1.1021524984059283e-06 	 1.0 	 0.027031634029792164 	 0.9960063897763578
5837 1.0371425141381962e-06 	 1.0 	 0.02717683540730764 	 0.9957068690095847
5838 8.599051285867177e-07 	 1.0 	 0.026809071834884145 	 0.9959065495207667
5839 9.026760746061768e-07 	 1.0 	 0.02704107333071434 	 0.9958067092651757
5840 8.440521331598915e-07 	 1.0 	 0.026570521142033635 	 0.9960063897763578
5841 9.816836906617254e-07 	 1.0 	 0.026779296978760785 	 0.9960063897763578
5842 8.194632738643293e-07 	 1.0 	 0.026858931610549537 	 0.9958067092651757
5843 8.05368922723062e-07 	 1.0 	 0.02750487624639648 	 0.9959065495207667
5844 9.521606568125662e-07 	 1.0 	 0.026916917948076515 	 0.9959065495207667
5845 8.803967124248402e-07 	 1.0 	 0.027313388814454772 	 0.9960063897763578
5846 9.653288579796993e-07 	 1.0 	 0.027441599213676778 	 0.9960063897763578
5847 7.415582557308653e-07 	 1.0 	 0.026932912677947708 	 0.9959065495207667
5848 7.994792810943352e-07 	 1.0 	 0.026597171448508906 	 0.9960063897763578
5849 8.755647407366495e-07 	 1.0 	 0.026845026638317566 	 0.9957068690095847
5850 8.970214777414753e-07 	 1.0 	 0.027116369109239844 	 0.9959065495207667
5851 7.798151125447816e-07 	 1.0 	 0.027664122906356087 	 0.9959065495207667
5852 1.0323092404927082e-06 	 1.0 	 0.027873856190870565 	 0.9959065495207667
5853 8.124592150974764e-07 	 1.0 	 0.02723020576404341 	 0.9960063897763578
5854 8.259202714010883e-07 	 1.0 	 0.02759324379478479 	 0.9959065495207667
5855 7.711758796060054e-07 	 1.0 	 0.02711275819571627 	 0.9959065495207667
5856 8.637571196595673e-07 	 1.0 	 0.026678618426313305 	 0.9960063897763578
5857 7.69373907542672e-07 	 1.0 	 0.028805562202186746 	 0.9960063897763578
5858 9.856175088197006e-07 	 1.0 	 0.02706943048877929 	 0.9960063897763578
5859 8.221007977886074e-07 	 1.0 	 0.02736297972692724 	 0.9961062300319489
5860 8.797031667378974e-07 	 1.0 	 0.027056881220327907 	 0.9960063897763578
5861 8.964517712907139e-07 	 1.0 	 0.026721632160524263 	 0.9959065495207667
5862 9.288589120481561e-07 	 1.0 	 0.026737082386258357 	 0.9959065495207667
5863 7.995307854876898e-07 	 1.0 	 0.027212656491352863 	 0.9960063897763578
5864 9.28640311580864e-07 	 1.0 	 0.028440361529713354 	 0.9957068690095847
5865 7.983470344720445e-07 	 1.0 	 0.02753978517350648 	 0.9958067092651757
5866 8.794927552607134e-07 	 1.0 	 0.027431270729657467 	 0.9959065495207667
5867 8.409698609042948e-07 	 1.0 	 0.026970793400668408 	 0.9961062300319489
5868 9.312060210996264e-07 	 1.0 	 0.02719117104818399 	 0.9961062300319489
5869 7.402831588056813e-07 	 1.0 	 0.027674993776556807 	 0.9958067092651757
5870 8.572765551440398e-07 	 1.0 	 0.026378358862458696 	 0.9960063897763578
5871 8.267242340153302e-07 	 1.0 	 0.02738633020923716 	 0.9958067092651757
5872 8.589350991593392e-07 	 1.0 	 0.027695426961148923 	 0.9958067092651757
5873 7.739859603171339e-07 	 1.0 	 0.027867915563923214 	 0.9958067092651757
5874 8.606253512816409e-07 	 1.0 	 0.027397293958148727 	 0.9960063897763578
5875 8.491257089060866e-07 	 1.0 	 0.027538552414660186 	 0.9961062300319489
5876 7.936029447765236e-07 	 1.0 	 0.027907130859061383 	 0.9959065495207667
5877 1.0448978503471552e-06 	 1.0 	 0.028258137739840827 	 0.9959065495207667
5878 8.290332304910919e-07 	 1.0 	 0.027597411814969865 	 0.9959065495207667
5879 8.523979427369e-07 	 1.0 	 0.02787180325990244 	 0.9958067092651757
5880 1.0773626397134706e-06 	 1.0 	 0.026598897334077904 	 0.9959065495207667
5881 1.2244929667481586e-06 	 1.0 	 0.027262609010949797 	 0.9959065495207667
5882 8.095895849200474e-07 	 1.0 	 0.027715515833214466 	 0.9960063897763578
5883 9.513988511818639e-07 	 1.0 	 0.02724194102918882 	 0.9960063897763578
5884 1.5838351176373067e-06 	 1.0 	 0.02689416926611678 	 0.9960063897763578
5885 9.417075349770698e-07 	 1.0 	 0.027810119458507438 	 0.9960063897763578
5886 7.079896859109169e-07 	 1.0 	 0.026894116919487735 	 0.9961062300319489
5887 7.849397031660032e-07 	 1.0 	 0.028047088689452736 	 0.9960063897763578
5888 7.803168038998365e-07 	 1.0 	 0.02769704732765974 	 0.9961062300319489
5889 7.851293376704405e-07 	 1.0 	 0.02740067186928962 	 0.9960063897763578
5890 7.802499437318033e-07 	 1.0 	 0.02696298162450771 	 0.9961062300319489
5891 8.427706085093689e-07 	 1.0 	 0.027878126168095187 	 0.9959065495207667
5892 1.1251217555054892e-06 	 1.0 	 0.02746827457156155 	 0.9958067092651757
5893 1.1504336676522087e-06 	 1.0 	 0.028009279250629418 	 0.9960063897763578
5894 8.242187112945487e-07 	 1.0 	 0.02673829875636701 	 0.9958067092651757
5895 1.0753546136287184e-06 	 1.0 	 0.02759696970561799 	 0.9960063897763578
5896 8.479098799112706e-07 	 1.0 	 0.028067317721785105 	 0.9961062300319489
5897 8.995175727304172e-07 	 1.0 	 0.027520370576144735 	 0.9959065495207667
5898 9.311408387299025e-07 	 1.0 	 0.027931020861279684 	 0.9962060702875399
5899 7.440084641189059e-07 	 1.0 	 0.027032784922295904 	 0.9960063897763578
5900 7.56116568906009e-07 	 1.0 	 0.02827176403433426 	 0.9960063897763578
5901 8.415715150937331e-07 	 1.0 	 0.027642701180939228 	 0.9958067092651757
5902 7.277219340338092e-07 	 1.0 	 0.02747970273815372 	 0.9960063897763578
5903 8.600254817719133e-07 	 1.0 	 0.027143623883601857 	 0.9960063897763578
5904 7.466387235770355e-07 	 1.0 	 0.02695062933248786 	 0.9958067092651757
5905 8.346783640831745e-07 	 1.0 	 0.02697211769662014 	 0.9959065495207667
5906 7.875033508794616e-07 	 1.0 	 0.027413772940237023 	 0.9958067092651757
5907 7.930133161312369e-07 	 1.0 	 0.026857152584349432 	 0.9959065495207667
5908 9.8399794557281e-07 	 1.0 	 0.029172490019478775 	 0.9959065495207667
5909 7.903312529600725e-07 	 1.0 	 0.02711357140335924 	 0.9960063897763578
5910 7.429682026337048e-07 	 1.0 	 0.02766051565857623 	 0.9959065495207667
5911 8.230570503054935e-07 	 1.0 	 0.028080759697125434 	 0.9957068690095847
5912 8.407643470262372e-07 	 1.0 	 0.02723765276354202 	 0.9960063897763578
5913 7.624695614774168e-07 	 1.0 	 0.026469914285667327 	 0.9960063897763578
5914 8.935318350133059e-07 	 1.0 	 0.026687762511339266 	 0.9960063897763578
5915 7.022000809438111e-07 	 1.0 	 0.02679512015153404 	 0.9960063897763578
5916 9.111157789304514e-07 	 1.0 	 0.027301497003460372 	 0.9957068690095847
5917 8.398332484765092e-07 	 1.0 	 0.027077509166667485 	 0.9959065495207667
5918 8.559428913682155e-07 	 1.0 	 0.02725085656683167 	 0.9960063897763578
5919 7.590429657396669e-07 	 1.0 	 0.02718551830167766 	 0.9958067092651757
5920 6.964593435985478e-07 	 1.0 	 0.026759923731563353 	 0.9960063897763578
5921 8.079568175850227e-07 	 1.0 	 0.02673846252310661 	 0.9960063897763578
5922 8.10637939205634e-07 	 1.0 	 0.02666435726912249 	 0.9959065495207667
5923 7.773024707213949e-07 	 1.0 	 0.02685109053913008 	 0.9960063897763578
5924 8.103787776218497e-07 	 1.0 	 0.027103925863263184 	 0.9958067092651757
5925 9.482891074941336e-07 	 1.0 	 0.027785476613672925 	 0.9962060702875399
5926 7.469989404802391e-07 	 1.0 	 0.02811036118536482 	 0.9958067092651757
5927 8.908845429672851e-07 	 1.0 	 0.026733463280404702 	 0.9960063897763578
5928 7.6680349230557e-07 	 1.0 	 0.027533288680822946 	 0.9960063897763578
5929 6.706978747337189e-07 	 1.0 	 0.027666491485201228 	 0.9960063897763578
5930 7.984065483618963e-07 	 1.0 	 0.027143284134625783 	 0.9962060702875399
5931 7.807547435328388e-07 	 1.0 	 0.02721229580890981 	 0.9960063897763578
5932 7.040348600348523e-07 	 1.0 	 0.02813062518345346 	 0.9959065495207667
5933 8.459268901496841e-07 	 1.0 	 0.026332432990537617 	 0.9960063897763578
5934 8.720520885185578e-07 	 1.0 	 0.026682361572605128 	 0.9960063897763578
5935 7.279241377553092e-07 	 1.0 	 0.027202235986072496 	 0.9960063897763578
5936 7.0487263689742e-07 	 1.0 	 0.027316079165322086 	 0.9961062300319489
5937 6.893494125941401e-07 	 1.0 	 0.02704619336575564 	 0.9958067092651757
5938 7.924174922007409e-07 	 1.0 	 0.026778486958726193 	 0.9959065495207667
5939 7.923107419892972e-07 	 1.0 	 0.02676571510860156 	 0.9960063897763578
5940 7.636876741655385e-07 	 1.0 	 0.026913082963576963 	 0.9959065495207667
5941 9.704133254061275e-07 	 1.0 	 0.027767530856177478 	 0.9959065495207667
5942 7.897957350589024e-07 	 1.0 	 0.026725697669100962 	 0.9961062300319489
5943 1.310356026612567e-06 	 1.0 	 0.02683992785781081 	 0.9960063897763578
5944 7.463038545112966e-07 	 1.0 	 0.028419035060996682 	 0.9959065495207667
5945 1.380743041487449e-06 	 1.0 	 0.02721633886793194 	 0.9959065495207667
5946 8.248921607756188e-07 	 1.0 	 0.02725596351059702 	 0.9961062300319489
5947 7.148756672216905e-07 	 1.0 	 0.027416920565592397 	 0.9958067092651757
5948 7.793429720342715e-07 	 1.0 	 0.026353020806375464 	 0.9961062300319489
5949 9.176688172090053e-07 	 1.0 	 0.026970822254768972 	 0.9961062300319489
5950 8.318342810829904e-07 	 1.0 	 0.0269768116922278 	 0.9960063897763578
5951 8.881231042013837e-07 	 1.0 	 0.027524849526837647 	 0.9962060702875399
5952 8.098056385864538e-07 	 1.0 	 0.027685189588973178 	 0.9959065495207667
5953 6.654315359965324e-07 	 1.0 	 0.02707673435126231 	 0.9958067092651757
5954 1.1358988751788957e-06 	 1.0 	 0.027003253994268762 	 0.9960063897763578
5955 7.582919457063043e-07 	 1.0 	 0.027113155822082416 	 0.9960063897763578
5956 8.847410021854785e-07 	 1.0 	 0.026959530856888767 	 0.9957068690095847
5957 8.142505031608493e-07 	 1.0 	 0.027287486381952327 	 0.9960063897763578
5958 8.451774071423301e-07 	 1.0 	 0.028107288900564187 	 0.9958067092651757
5959 8.326361600909138e-07 	 1.0 	 0.02733564772806104 	 0.9961062300319489
5960 7.335617366993575e-07 	 1.0 	 0.027474690902435976 	 0.9960063897763578
5961 7.099617087743581e-07 	 1.0 	 0.027066562182640405 	 0.9961062300319489
5962 7.168996475193978e-07 	 1.0 	 0.02756117308347715 	 0.9957068690095847
5963 7.630182402303376e-07 	 1.0 	 0.02741394096668668 	 0.9957068690095847
5964 1.3577054407478784e-06 	 1.0 	 0.026925947601281905 	 0.9959065495207667
5965 9.87420685091962e-07 	 1.0 	 0.02725371598887052 	 0.9958067092651757
5966 6.901498132731377e-07 	 1.0 	 0.026217120807823353 	 0.9959065495207667
5967 7.503131135105435e-07 	 1.0 	 0.026926747959978282 	 0.9960063897763578
5968 7.02024881178005e-07 	 1.0 	 0.02771622627690319 	 0.9959065495207667
5969 8.370594068981063e-07 	 1.0 	 0.027432883361200942 	 0.9960063897763578
5970 7.809632697660618e-07 	 1.0 	 0.027159503876351493 	 0.9961062300319489
5971 8.069875469919907e-07 	 1.0 	 0.02790825764659505 	 0.9959065495207667
5972 8.808218369775033e-07 	 1.0 	 0.027048956831553863 	 0.9959065495207667
5973 6.587322918318251e-07 	 1.0 	 0.027634739787443394 	 0.9961062300319489
5974 7.639987023988226e-07 	 1.0 	 0.027406640855978312 	 0.9960063897763578
5975 7.705232502316051e-07 	 1.0 	 0.027612936093796257 	 0.9960063897763578
5976 1.0906408292322566e-06 	 1.0 	 0.02795005597621548 	 0.9959065495207667
5977 7.636432839392171e-07 	 1.0 	 0.02738252732464944 	 0.9961062300319489
5978 9.093877107480353e-07 	 1.0 	 0.027052181694510676 	 0.9960063897763578
5979 8.756283782695107e-07 	 1.0 	 0.027851082418137454 	 0.9960063897763578
5980 7.302601433445944e-07 	 1.0 	 0.02628834720274107 	 0.9961062300319489
5981 9.231257876237464e-07 	 1.0 	 0.027091623997172905 	 0.9959065495207667
5982 7.132508556333051e-07 	 1.0 	 0.02670831706563364 	 0.9959065495207667
5983 7.718612627358823e-07 	 1.0 	 0.02666294520447 	 0.9959065495207667
5984 7.03078585549548e-07 	 1.0 	 0.026867215154321986 	 0.9959065495207667
5985 7.108638159976976e-07 	 1.0 	 0.027850206066405512 	 0.9960063897763578
5986 8.903590165822095e-07 	 1.0 	 0.028085636710641092 	 0.9958067092651757
5987 7.882802008292345e-07 	 1.0 	 0.02645732794524927 	 0.9961062300319489
5988 8.267371227617559e-07 	 1.0 	 0.027657846418420475 	 0.9960063897763578
5989 7.39884564958686e-07 	 1.0 	 0.026931878632065316 	 0.9959065495207667
5990 1.2607569152561383e-06 	 1.0 	 0.027634203796572922 	 0.9960063897763578
5991 6.842026449915295e-07 	 1.0 	 0.027522246795123453 	 0.9960063897763578
5992 7.087443475008115e-07 	 1.0 	 0.027781661976099627 	 0.9958067092651757
5993 7.262283860184481e-07 	 1.0 	 0.026881240605623205 	 0.9959065495207667
5994 1.3797536675313894e-06 	 1.0 	 0.027351480803469146 	 0.9960063897763578
5995 7.780302906236613e-07 	 1.0 	 0.028106189576133707 	 0.9961062300319489
5996 7.141993649133838e-07 	 1.0 	 0.027617994084503276 	 0.9957068690095847
5997 7.224775130674744e-07 	 1.0 	 0.027214696240827785 	 0.9961062300319489
5998 1.2420550844929324e-06 	 1.0 	 0.02761414527596376 	 0.9961062300319489
5999 6.905981139627215e-07 	 1.0 	 0.02699451268106351 	 0.9959065495207667
6000 7.609484606979322e-07 	 1.0 	 0.02717266080147911 	 0.9960063897763578
6001 6.801059376729768e-07 	 1.0 	 0.026336703639893617 	 0.9961062300319489
6002 7.382022727958315e-07 	 1.0 	 0.027408970281594072 	 0.9961062300319489
6003 6.861339021216395e-07 	 1.0 	 0.027372270608907796 	 0.9959065495207667
6004 6.935794805346518e-07 	 1.0 	 0.027738471536320107 	 0.9960063897763578
6005 8.143399599023837e-07 	 1.0 	 0.026463377571480772 	 0.9960063897763578
6006 2.1134838896736598e-06 	 1.0 	 0.02639925968040869 	 0.9961062300319489
6007 6.65903149682947e-07 	 1.0 	 0.025941416398580434 	 0.9959065495207667
6008 6.895449488231975e-07 	 1.0 	 0.02716757298063468 	 0.9961062300319489
6009 6.909662621022506e-07 	 1.0 	 0.027694456637409676 	 0.9961062300319489
6010 8.38511259607202e-07 	 1.0 	 0.026541594960314212 	 0.9960063897763578
6011 7.29304393692587e-07 	 1.0 	 0.027120981244026565 	 0.9959065495207667
6012 7.834407756705275e-07 	 1.0 	 0.026608264315386314 	 0.9961062300319489
6013 7.11979633425841e-07 	 1.0 	 0.027309488324816944 	 0.9961062300319489
6014 7.578613348060515e-07 	 1.0 	 0.027089759429166964 	 0.9958067092651757
6015 6.324781713286143e-07 	 1.0 	 0.0272046273199861 	 0.9959065495207667
6016 1.2480014611337254e-06 	 1.0 	 0.026418518566830793 	 0.9960063897763578
6017 7.196763807084494e-07 	 1.0 	 0.026566402213918126 	 0.9961062300319489
6018 7.313764761796904e-07 	 1.0 	 0.026768284635702546 	 0.9960063897763578
6019 7.007456717367688e-07 	 1.0 	 0.027773683259869716 	 0.9957068690095847
6020 8.70861464681667e-07 	 1.0 	 0.02702521747013164 	 0.9960063897763578
6021 7.607701149980528e-07 	 1.0 	 0.02671356571254312 	 0.9960063897763578
6022 6.598592924423485e-07 	 1.0 	 0.026538210006451905 	 0.9961062300319489
6023 6.513931774073001e-07 	 1.0 	 0.026229710793484847 	 0.9961062300319489
6024 1.1121512832217207e-06 	 1.0 	 0.02701725749263929 	 0.9959065495207667
6025 7.034116848483052e-07 	 1.0 	 0.026804240766542243 	 0.9960063897763578
6026 8.092926112064447e-07 	 1.0 	 0.026914745112602865 	 0.9961062300319489
6027 6.937678015475512e-07 	 1.0 	 0.026150051673781826 	 0.9961062300319489
6028 8.382851332623886e-07 	 1.0 	 0.027180013705162032 	 0.9961062300319489
6029 1.508818760405859e-06 	 1.0 	 0.027015252197407812 	 0.9958067092651757
6030 7.232392271316712e-07 	 1.0 	 0.027434700579262082 	 0.9960063897763578
6031 7.173039634638201e-07 	 1.0 	 0.02685132802793183 	 0.9959065495207667
6032 8.071997233869865e-07 	 1.0 	 0.026666029793540675 	 0.9959065495207667
6033 7.838615078634348e-07 	 1.0 	 0.026480627503761442 	 0.9960063897763578
6034 7.359500542783338e-07 	 1.0 	 0.026685461066272575 	 0.9959065495207667
6035 7.373630098378215e-07 	 1.0 	 0.02699227023351963 	 0.9960063897763578
6036 7.187222325158871e-07 	 1.0 	 0.02731713272747725 	 0.9957068690095847
6037 7.608993887404836e-07 	 1.0 	 0.026705926094851222 	 0.9959065495207667
6038 8.503125369139752e-07 	 1.0 	 0.02732179635803068 	 0.9957068690095847
6039 7.633848778924346e-07 	 1.0 	 0.026817820881319777 	 0.9960063897763578
6040 6.880092242283809e-07 	 1.0 	 0.027254554930999975 	 0.9961062300319489
6041 6.923333886210515e-07 	 1.0 	 0.02689996457856736 	 0.9959065495207667
6042 7.732109319927361e-07 	 1.0 	 0.026214604210271993 	 0.9959065495207667
6043 8.210596413192661e-07 	 1.0 	 0.02692457735902898 	 0.9960063897763578
6044 6.755338595216642e-07 	 1.0 	 0.026202737694391298 	 0.9960063897763578
6045 8.208715050915316e-07 	 1.0 	 0.025921411735080818 	 0.9959065495207667
6046 6.660363403895531e-07 	 1.0 	 0.027312338938640712 	 0.9958067092651757
6047 6.714497688112431e-07 	 1.0 	 0.026894062306027627 	 0.9959065495207667
6048 7.357027720090059e-07 	 1.0 	 0.026072557474170404 	 0.9958067092651757
6049 6.829657547160651e-07 	 1.0 	 0.026537854352086762 	 0.9959065495207667
6050 6.944611234715125e-07 	 1.0 	 0.026777477292003932 	 0.9961062300319489
6051 6.41446492379032e-07 	 1.0 	 0.02729735617960938 	 0.9960063897763578
6052 6.261795388584801e-07 	 1.0 	 0.026730225956984283 	 0.9959065495207667
6053 7.115364950200842e-07 	 1.0 	 0.02726673349850283 	 0.9961062300319489
6054 7.245242198398216e-07 	 1.0 	 0.02803434730707542 	 0.9962060702875399
6055 7.053851870472272e-07 	 1.0 	 0.026975809680241727 	 0.9961062300319489
6056 6.665489022036297e-07 	 1.0 	 0.027057955303473078 	 0.9961062300319489
6057 7.364201419784422e-07 	 1.0 	 0.02751863397122489 	 0.9957068690095847
6058 7.049332698146316e-07 	 1.0 	 0.026644064662268537 	 0.9961062300319489
6059 6.878535363767924e-07 	 1.0 	 0.027266344047650527 	 0.9960063897763578
