1527 1.0280429633664312e-06 	 1.0 	 0.025606049474643497 	 0.9962060702875399
1528 1.0119922570692098e-06 	 1.0 	 0.02501312067154243 	 0.9965055910543131
1529 9.514637312258855e-07 	 1.0 	 0.025647472445818522 	 0.9965055910543131
1530 9.89145646195908e-07 	 1.0 	 0.025177719713760177 	 0.9964057507987221
1531 1.0399665383474143e-06 	 1.0 	 0.024859474423751502 	 0.9964057507987221
1532 1.1169774069179538e-06 	 1.0 	 0.024549368794287242 	 0.9965055910543131
1533 9.931656196613402e-07 	 1.0 	 0.024321395561021694 	 0.9966054313099042
1534 1.3206497309096222e-06 	 1.0 	 0.02510897838027683 	 0.9966054313099042
1535 1.232383317372978e-06 	 1.0 	 0.025688175504357216 	 0.9964057507987221
1536 9.7810212562365e-07 	 1.0 	 0.024425208012395512 	 0.9965055910543131
1537 1.0960211094452177e-06 	 1.0 	 0.024873232188197137 	 0.9965055910543131
1538 1.097133418883658e-06 	 1.0 	 0.025526339962750173 	 0.9964057507987221
1539 9.938047167182163e-07 	 1.0 	 0.025503261893896432 	 0.9964057507987221
1540 1.149861031678654e-06 	 1.0 	 0.02532669836481029 	 0.9964057507987221
1541 1.1262499816967876e-06 	 1.0 	 0.024537678049272753 	 0.9964057507987221
1542 8.958229093704517e-07 	 1.0 	 0.024582551666816825 	 0.9967052715654952
1543 1.0943915156966e-06 	 1.0 	 0.024979660488659093 	 0.9965055910543131
1544 9.776590145825992e-07 	 1.0 	 0.025836106851655258 	 0.9960063897763578
1545 1.195532135291586e-06 	 1.0 	 0.025933480255953347 	 0.996305910543131
1546 1.0731739180360478e-06 	 1.0 	 0.02441577902674047 	 0.9966054313099042
1547 1.5534631949981304e-06 	 1.0 	 0.02494629057146729 	 0.9964057507987221
1548 9.065953008487782e-07 	 1.0 	 0.024525275729894252 	 0.9966054313099042
1549 9.518810934201838e-07 	 1.0 	 0.02469174249575267 	 0.9967052715654952
1550 9.954993824442227e-07 	 1.0 	 0.02533002531115647 	 0.9965055910543131
1551 9.90319521241645e-07 	 1.0 	 0.025041920235165098 	 0.9964057507987221
1552 1.0251114070703693e-06 	 1.0 	 0.024360949198096452 	 0.9964057507987221
1553 1.0916962729385204e-06 	 1.0 	 0.024590775443315487 	 0.996305910543131
1554 9.924679371211199e-07 	 1.0 	 0.02500735648786956 	 0.9964057507987221
1555 1.0513187132062284e-06 	 1.0 	 0.024835238831581837 	 0.9965055910543131
1556 9.91242737726168e-07 	 1.0 	 0.02540965270604228 	 0.996305910543131
1557 9.925253777259969e-07 	 1.0 	 0.025703788137082934 	 0.996305910543131
1558 1.0051591378939406e-06 	 1.0 	 0.025683570927160424 	 0.9965055910543131
1559 1.215614882603404e-06 	 1.0 	 0.02479754980323641 	 0.9965055910543131
1560 1.0394753654813371e-06 	 1.0 	 0.025644383278720977 	 0.9964057507987221
1561 9.748464129754097e-07 	 1.0 	 0.02524447843188532 	 0.996305910543131
1562 9.611329829581906e-07 	 1.0 	 0.025173373316898014 	 0.9964057507987221
1563 9.242229603080432e-07 	 1.0 	 0.02487000286093301 	 0.9964057507987221
1564 9.748102781500735e-07 	 1.0 	 0.02516071914339023 	 0.9962060702875399
1565 1.0106506100808587e-06 	 1.0 	 0.024776975486368483 	 0.9962060702875399
1566 1.1077994750417019e-06 	 1.0 	 0.02543934572378978 	 0.996305910543131
1567 9.510871902277529e-07 	 1.0 	 0.02477193654915239 	 0.9966054313099042
1568 9.631882675674319e-07 	 1.0 	 0.025569652263154812 	 0.9965055910543131
1569 9.56356255691162e-07 	 1.0 	 0.025047713856108204 	 0.9964057507987221
1570 1.6926227913835135e-06 	 1.0 	 0.024735385129867445 	 0.9967052715654952
1571 8.804348622011559e-07 	 1.0 	 0.024795088131264412 	 0.9966054313099042
1572 9.76210099490089e-07 	 1.0 	 0.02579386216344761 	 0.996305910543131
1573 9.047559785733483e-07 	 1.0 	 0.02651765967135368 	 0.9964057507987221
1574 9.076228139842612e-07 	 1.0 	 0.024524585931838573 	 0.9964057507987221
1575 1.153248416338215e-06 	 1.0 	 0.026493582906280705 	 0.9961062300319489
1576 1.101170195066743e-06 	 1.0 	 0.026463934977655753 	 0.9965055910543131
1577 9.240220660574039e-07 	 1.0 	 0.025064369782336206 	 0.9966054313099042
1578 1.0219607594129343e-06 	 1.0 	 0.025228636446473152 	 0.9966054313099042
1579 1.102534924445564e-06 	 1.0 	 0.025832662533954713 	 0.9964057507987221
1580 1.0424380205085982e-06 	 1.0 	 0.025395838824390105 	 0.9964057507987221
1581 1.1815014908954425e-06 	 1.0 	 0.025223207153099926 	 0.996305910543131
1582 1.0913455161553998e-06 	 1.0 	 0.023893472796977903 	 0.9967052715654952
1583 1.0668170381899246e-06 	 1.0 	 0.025608433384814118 	 0.9962060702875399
1584 1.1019049225237154e-06 	 1.0 	 0.024996103310173292 	 0.996305910543131
1585 9.054187673410752e-07 	 1.0 	 0.02565174808584171 	 0.9965055910543131
1586 9.46360075020749e-07 	 1.0 	 0.02573868145305353 	 0.9962060702875399
1587 9.899888069912777e-07 	 1.0 	 0.02485745315204096 	 0.9964057507987221
1588 9.107774903318955e-07 	 1.0 	 0.025377446493978353 	 0.9962060702875399
1589 1.022914073513448e-06 	 1.0 	 0.024548123355257835 	 0.9962060702875399
1590 1.150825077099853e-06 	 1.0 	 0.02477857725778154 	 0.9966054313099042
1591 1.029722540866942e-06 	 1.0 	 0.02499185390624795 	 0.9965055910543131
1592 9.0887230971191e-07 	 1.0 	 0.026357025966355592 	 0.9964057507987221
1593 1.2658987700032753e-06 	 1.0 	 0.025369341090999996 	 0.9962060702875399
1594 9.373947623089407e-07 	 1.0 	 0.025839414549444235 	 0.996305910543131
1595 9.023506381515744e-07 	 1.0 	 0.02522099536286437 	 0.9965055910543131
1596 1.0361840608094043e-06 	 1.0 	 0.025333393344623284 	 0.9962060702875399
1597 1.053815363746935e-06 	 1.0 	 0.025938037319818013 	 0.9962060702875399
1598 9.863444126000332e-07 	 1.0 	 0.025132649121414958 	 0.9964057507987221
1599 1.4423905004254323e-06 	 1.0 	 0.02485640530292844 	 0.9965055910543131
1600 1.156191260110262e-06 	 1.0 	 0.025432520920725753 	 0.9964057507987221
1601 9.190649572752819e-07 	 1.0 	 0.02533371537303884 	 0.9962060702875399
1602 1.1005646686052729e-06 	 1.0 	 0.025180475621316457 	 0.9965055910543131
1603 9.940774586092972e-07 	 1.0 	 0.02587578317560051 	 0.996305910543131
1604 9.494682539008182e-07 	 1.0 	 0.026040868344545453 	 0.996305910543131
1605 1.0225447355696815e-06 	 1.0 	 0.02511401332599811 	 0.9966054313099042
1606 9.21255754391268e-07 	 1.0 	 0.02415658605774243 	 0.9966054313099042
1607 9.593224047188187e-07 	 1.0 	 0.024587829651417415 	 0.9965055910543131
1608 1.0109349960549708e-06 	 1.0 	 0.025074285204149734 	 0.9966054313099042
1609 1.2237423342628518e-06 	 1.0 	 0.025545728554896664 	 0.9966054313099042
1610 1.3804152742574161e-06 	 1.0 	 0.026268504471889973 	 0.9962060702875399
1611 8.763150423025934e-07 	 1.0 	 0.025644720531454206 	 0.9965055910543131
1612 9.311014992189826e-07 	 1.0 	 0.024657596141050436 	 0.9965055910543131
1613 8.109367872606299e-07 	 1.0 	 0.026634241982641787 	 0.9964057507987221
1614 1.2089459543373948e-06 	 1.0 	 0.02466599778079688 	 0.9965055910543131
1615 9.1951354990087e-07 	 1.0 	 0.02628215430457161 	 0.996305910543131
1616 9.445212311302953e-07 	 1.0 	 0.025133051323937804 	 0.996305910543131
1617 2.1196381397777486e-06 	 1.0 	 0.025233137657887546 	 0.9965055910543131
1618 1.0058629960205679e-06 	 1.0 	 0.025552421342392898 	 0.9962060702875399
1619 1.1028883843349036e-06 	 1.0 	 0.025909094577720167 	 0.996305910543131
1620 9.523587845094994e-07 	 1.0 	 0.025238117108660828 	 0.996305910543131
1621 8.761961127007111e-07 	 1.0 	 0.02605584669602149 	 0.996305910543131
1622 9.088424161092234e-07 	 1.0 	 0.02525564342459307 	 0.9964057507987221
1623 8.411426973373181e-07 	 1.0 	 0.02563563821294537 	 0.996305910543131
1624 1.203116847605372e-06 	 1.0 	 0.02532205626035863 	 0.9965055910543131
1625 1.0788789005711408e-06 	 1.0 	 0.025134494243464506 	 0.9962060702875399
1626 9.854834492904274e-07 	 1.0 	 0.024653600506289435 	 0.9964057507987221
1627 9.294960860586343e-07 	 1.0 	 0.024507863294754413 	 0.9965055910543131
1628 9.197484801487122e-07 	 1.0 	 0.024716356888090044 	 0.996305910543131
1629 1.0123418189286326e-06 	 1.0 	 0.0254543254584359 	 0.9964057507987221
1630 9.52332059502794e-07 	 1.0 	 0.024588937416150744 	 0.9965055910543131
1631 9.433208096781698e-07 	 1.0 	 0.024822950125759927 	 0.9964057507987221
1632 1.0718485155290125e-06 	 1.0 	 0.02544734599302622 	 0.9964057507987221
1633 1.061548247822941e-06 	 1.0 	 0.025324896322147895 	 0.9965055910543131
1634 9.989221615236943e-07 	 1.0 	 0.025063788360912918 	 0.9964057507987221
1635 1.0005991920452572e-06 	 1.0 	 0.025093021176602358 	 0.996305910543131
1636 1.2314856452053391e-06 	 1.0 	 0.025724362275261144 	 0.9965055910543131
1637 1.0674868374813683e-06 	 1.0 	 0.02517380336804414 	 0.9962060702875399
1638 1.0003115278874474e-06 	 1.0 	 0.025353025544098507 	 0.9962060702875399
1639 1.0109228902052792e-06 	 1.0 	 0.02587015597401364 	 0.996305910543131
1640 9.899492673751809e-07 	 1.0 	 0.025432554072469447 	 0.9964057507987221
1641 8.864361426883249e-07 	 1.0 	 0.024532287737323598 	 0.9964057507987221
1642 1.1645748530531818e-06 	 1.0 	 0.025119075605796987 	 0.9964057507987221
1643 8.74554019981133e-07 	 1.0 	 0.025181303755873772 	 0.9965055910543131
1644 1.2153318151891312e-06 	 1.0 	 0.025396485836747213 	 0.996305910543131
1645 1.355062799262754e-06 	 1.0 	 0.02556390966776509 	 0.9964057507987221
1646 1.343645998329066e-06 	 1.0 	 0.024580617651691644 	 0.9962060702875399
1647 9.68428119830662e-07 	 1.0 	 0.02518994547915651 	 0.9967052715654952
1648 1.0209173191195476e-06 	 1.0 	 0.025519086187080896 	 0.9962060702875399
1649 9.661582807007108e-07 	 1.0 	 0.025647779186790273 	 0.9962060702875399
1650 1.7144395454161554e-06 	 1.0 	 0.02500618125738814 	 0.996305910543131
1651 9.335814176381518e-07 	 1.0 	 0.024503555127139583 	 0.9965055910543131
1652 1.0199890511060517e-06 	 1.0 	 0.02568733922910261 	 0.996305910543131
1653 8.369937011556771e-07 	 1.0 	 0.02556506577870413 	 0.9964057507987221
1654 1.0059209670995983e-06 	 1.0 	 0.02583665443073384 	 0.9964057507987221
1655 8.569971432912382e-07 	 1.0 	 0.024311582557210182 	 0.9964057507987221
1656 9.260367995563001e-07 	 1.0 	 0.025860456411459776 	 0.996305910543131
1657 1.0075710120017334e-06 	 1.0 	 0.024929131200752262 	 0.9966054313099042
1658 1.073233829326199e-06 	 1.0 	 0.025007963335978777 	 0.996305910543131
1659 1.0570889980090214e-06 	 1.0 	 0.025339693804043904 	 0.996305910543131
1660 9.827936324255404e-07 	 1.0 	 0.025011492537448866 	 0.9966054313099042
1661 3.993290667660858e-06 	 1.0 	 0.024632003389083893 	 0.9964057507987221
1662 9.846798771710041e-07 	 1.0 	 0.0257763966424425 	 0.9966054313099042
1663 1.1292528038450201e-06 	 1.0 	 0.02514038190439799 	 0.9965055910543131
1664 1.0501552406245197e-06 	 1.0 	 0.027177511587757455 	 0.9960063897763578
1665 1.0568764548872877e-06 	 1.0 	 0.026223305796999347 	 0.996305910543131
1666 1.3005945613541315e-06 	 1.0 	 0.02715728566292411 	 0.9961062300319489
1667 1.4004003991071556e-06 	 1.0 	 0.025929102704113156 	 0.9962060702875399
1668 1.8383730717293645e-06 	 1.0 	 0.02552325159335821 	 0.9964057507987221
1669 9.85308980361026e-07 	 1.0 	 0.02604908565228699 	 0.996305910543131
1670 1.1516701393048833e-06 	 1.0 	 0.026440805088714995 	 0.9961062300319489
1671 1.2043337399978782e-06 	 1.0 	 0.026414566493853507 	 0.9961062300319489
1672 9.700259079637874e-07 	 1.0 	 0.026369599634310466 	 0.9960063897763578
1673 1.2328155954510578e-06 	 1.0 	 0.02550175152714882 	 0.9964057507987221
1674 8.909466033065882e-07 	 1.0 	 0.02569307076073751 	 0.996305910543131
1675 9.490768497158797e-07 	 1.0 	 0.025234552796177152 	 0.996305910543131
1676 1.0057337861488236e-06 	 1.0 	 0.026191864021133333 	 0.9962060702875399
1677 9.116748180458955e-07 	 1.0 	 0.025507771800613678 	 0.996305910543131
1678 1.0894562104871853e-06 	 1.0 	 0.02576813928477703 	 0.996305910543131
1679 1.1073296107420561e-06 	 1.0 	 0.02562638051444929 	 0.9964057507987221
1680 8.622748567748317e-07 	 1.0 	 0.026506618085900175 	 0.9962060702875399
1681 1.1851762309555625e-06 	 1.0 	 0.025612236758318457 	 0.9965055910543131
1682 1.0025161926296278e-06 	 1.0 	 0.025781199937787973 	 0.9964057507987221
1683 1.106595531024368e-06 	 1.0 	 0.025366075847114943 	 0.9961062300319489
1684 9.264811060162969e-07 	 1.0 	 0.02558434840802863 	 0.9962060702875399
1685 9.53411924485863e-07 	 1.0 	 0.026170657644294666 	 0.9962060702875399
1686 9.41539637539961e-07 	 1.0 	 0.02522171714315307 	 0.9964057507987221
1687 8.52326075886225e-07 	 1.0 	 0.025724390885935627 	 0.9964057507987221
1688 1.0926670151557971e-06 	 1.0 	 0.02562291107863734 	 0.9962060702875399
1689 1.0066402324952151e-06 	 1.0 	 0.025714809558398014 	 0.9962060702875399
1690 1.0020135002079656e-06 	 1.0 	 0.025111376506860784 	 0.9966054313099042
1691 9.921785440678832e-07 	 1.0 	 0.02637922247506521 	 0.9962060702875399
1692 8.856367410967891e-07 	 1.0 	 0.02613020397686508 	 0.9962060702875399
1693 1.0169091215176707e-06 	 1.0 	 0.025408096838585102 	 0.996305910543131
1694 8.908909791273345e-07 	 1.0 	 0.025433947993546317 	 0.996305910543131
1695 1.0246106765251283e-06 	 1.0 	 0.02490732740432314 	 0.996305910543131
1696 1.0100931238496003e-06 	 1.0 	 0.02516014782826084 	 0.9965055910543131
1697 8.642556715699357e-07 	 1.0 	 0.024792319985440583 	 0.9965055910543131
1698 8.945980250189223e-07 	 1.0 	 0.02448898768580113 	 0.9967052715654952
1699 7.995467404595046e-07 	 1.0 	 0.026837181931938153 	 0.9961062300319489
1700 1.1082313267016274e-06 	 1.0 	 0.02569654550831626 	 0.9964057507987221
1701 8.710461952912852e-07 	 1.0 	 0.025423692171506067 	 0.9962060702875399
1702 9.123575874239975e-07 	 1.0 	 0.026313848833005204 	 0.9960063897763578
1703 1.0116554311454707e-06 	 1.0 	 0.02510327436764053 	 0.996305910543131
1704 1.3194149288281665e-06 	 1.0 	 0.026781703034637658 	 0.996305910543131
1705 8.857151899050564e-07 	 1.0 	 0.02596931261442733 	 0.9964057507987221
1706 8.561575465940053e-07 	 1.0 	 0.02507506292621532 	 0.9965055910543131
1707 8.97563450508585e-07 	 1.0 	 0.025554056505810684 	 0.9964057507987221
1708 9.419845551926187e-07 	 1.0 	 0.02484786391625714 	 0.9964057507987221
1709 8.727559910019523e-07 	 1.0 	 0.025730813755043335 	 0.9965055910543131
1710 8.221912587220004e-07 	 1.0 	 0.02651041925415117 	 0.9961062300319489
1711 8.966729889890246e-07 	 1.0 	 0.025182774033302577 	 0.9965055910543131
1712 9.939255462674623e-07 	 1.0 	 0.02637632367800902 	 0.9964057507987221
1713 8.227900826366863e-07 	 1.0 	 0.02678168030626659 	 0.996305910543131
1714 9.335389789670501e-07 	 1.0 	 0.02608296733097875 	 0.9964057507987221
1715 8.424350857339391e-07 	 1.0 	 0.026158898578236132 	 0.9962060702875399
1716 9.344251007689763e-07 	 1.0 	 0.02612731679000607 	 0.9964057507987221
1717 8.434368294271621e-07 	 1.0 	 0.02701896780648607 	 0.9962060702875399
1718 1.122401781925646e-06 	 1.0 	 0.024785035555262135 	 0.9967052715654952
1719 1.134224418267138e-06 	 1.0 	 0.02613634125204055 	 0.9962060702875399
1720 9.660306976161337e-07 	 1.0 	 0.02576261550125595 	 0.996305910543131
1721 9.862732590769952e-07 	 1.0 	 0.025721083583774895 	 0.996305910543131
1722 8.194945186622249e-07 	 1.0 	 0.025986150276714217 	 0.9964057507987221
1723 9.310987008132088e-07 	 1.0 	 0.025856909373130326 	 0.9962060702875399
1724 9.05951233929585e-07 	 1.0 	 0.025123279568810584 	 0.9965055910543131
1725 8.617640995697684e-07 	 1.0 	 0.025524513698729955 	 0.9964057507987221
1726 9.341747741433437e-07 	 1.0 	 0.024683671869447595 	 0.996305910543131
1727 2.3956482019102053e-06 	 1.0 	 0.02548654337112046 	 0.9962060702875399
1728 1.0263121274130072e-06 	 1.0 	 0.02663583472516889 	 0.9962060702875399
1729 1.0024390573011033e-06 	 1.0 	 0.026595208088011645 	 0.996305910543131
1730 9.303231091871567e-07 	 1.0 	 0.02608012305998697 	 0.996305910543131
1731 1.123596660402768e-06 	 1.0 	 0.026051412252409166 	 0.9964057507987221
1732 1.0513556141526691e-06 	 1.0 	 0.02534697086823519 	 0.996305910543131
1733 1.213641154052425e-06 	 1.0 	 0.025918527486226684 	 0.9966054313099042
1734 8.94525073897512e-07 	 1.0 	 0.02681578620257136 	 0.996305910543131
1735 1.0593176326761978e-06 	 1.0 	 0.025994868322341796 	 0.9964057507987221
1736 1.1652328830177795e-06 	 1.0 	 0.02725587991917918 	 0.9961062300319489
1737 8.933959184156492e-07 	 1.0 	 0.026374074510539282 	 0.9964057507987221
1738 1.1244870310534339e-06 	 1.0 	 0.02563875098864978 	 0.996305910543131
1739 1.2864141130846463e-06 	 1.0 	 0.02530530129613661 	 0.996305910543131
1740 8.373541937709206e-07 	 1.0 	 0.02585331790394995 	 0.9962060702875399
1741 9.5255345583098e-07 	 1.0 	 0.025992220406902383 	 0.9965055910543131
1742 8.787724104914219e-07 	 1.0 	 0.025686856017836598 	 0.9965055910543131
1743 9.665311131725218e-07 	 1.0 	 0.026701580281516677 	 0.996305910543131
1744 8.99424224075176e-07 	 1.0 	 0.02621809190700971 	 0.996305910543131
1745 1.6145998384351401e-06 	 1.0 	 0.026859513113168414 	 0.9960063897763578
1746 1.0049144503882702e-06 	 1.0 	 0.026291692281154397 	 0.996305910543131
1747 1.9023892065314384e-06 	 1.0 	 0.026307932608308538 	 0.996305910543131
1748 9.677947489257122e-07 	 1.0 	 0.02583214276496908 	 0.9964057507987221
1749 1.0968612941243805e-06 	 1.0 	 0.02714727098445145 	 0.9962060702875399
1750 9.084874997068937e-07 	 1.0 	 0.027446604652695952 	 0.9962060702875399
1751 9.106837559210135e-07 	 1.0 	 0.025831589218258382 	 0.9961062300319489
1752 9.974810537261192e-07 	 1.0 	 0.026273136361776694 	 0.9962060702875399
1753 9.097783828264028e-07 	 1.0 	 0.025960803283147427 	 0.996305910543131
1754 8.657690188375966e-07 	 1.0 	 0.02530556452706969 	 0.9964057507987221
1755 9.7453103989551e-07 	 1.0 	 0.025920026233380054 	 0.9965055910543131
1756 8.436877294465717e-07 	 1.0 	 0.02577288294335149 	 0.996305910543131
1757 8.977933912218816e-07 	 1.0 	 0.026109682970906985 	 0.9961062300319489
1758 1.0496976196810692e-06 	 1.0 	 0.025513227032760006 	 0.9965055910543131
1759 1.0773657250263113e-06 	 1.0 	 0.026067422548812433 	 0.996305910543131
1760 1.5570631599644003e-06 	 1.0 	 0.026438872622178408 	 0.9964057507987221
1761 8.881810551810077e-07 	 1.0 	 0.025882991009672555 	 0.9966054313099042
1762 1.824845050637549e-06 	 1.0 	 0.02731691650878389 	 0.9961062300319489
1763 1.0055526631315104e-06 	 1.0 	 0.02800370693069846 	 0.9960063897763578
1764 1.077445606891274e-06 	 1.0 	 0.025915564591373206 	 0.9961062300319489
1765 1.0072715406217014e-06 	 1.0 	 0.028065490390382298 	 0.9961062300319489
1766 1.0723907479972183e-06 	 1.0 	 0.025871266200900352 	 0.9962060702875399
1767 9.8133879596503e-07 	 1.0 	 0.02679403904324823 	 0.9962060702875399
1768 1.0896646817339217e-06 	 1.0 	 0.026711803875082783 	 0.996305910543131
1769 9.249676112551697e-07 	 1.0 	 0.02615766714195704 	 0.9964057507987221
1770 8.89754514906258e-07 	 1.0 	 0.026680184994664197 	 0.9959065495207667
1771 8.744296484783832e-07 	 1.0 	 0.026340933815157654 	 0.9962060702875399
1772 8.685632919700481e-07 	 1.0 	 0.027044358260836614 	 0.9961062300319489
1773 9.482056759217982e-07 	 1.0 	 0.026003739569181082 	 0.9962060702875399
1774 1.5309464110134741e-06 	 1.0 	 0.026173811221011437 	 0.9961062300319489
1775 1.0356371593030645e-06 	 1.0 	 0.025934178238766818 	 0.996305910543131
1776 9.090263278827138e-07 	 1.0 	 0.02742971896630082 	 0.9960063897763578
1777 8.569843423912004e-07 	 1.0 	 0.02681031623078375 	 0.9961062300319489
1778 9.621769113456935e-07 	 1.0 	 0.028020476318024897 	 0.9960063897763578
1779 1.1579384101061408e-06 	 1.0 	 0.026801301436774286 	 0.9960063897763578
1780 1.0867589169991732e-06 	 1.0 	 0.02676330823436163 	 0.9961062300319489
1781 8.667012854252221e-07 	 1.0 	 0.025516704818438412 	 0.996305910543131
1782 8.846417005675278e-07 	 1.0 	 0.026562848698875752 	 0.9961062300319489
1783 1.0128261275953321e-06 	 1.0 	 0.026728879456233357 	 0.996305910543131
1784 9.058364313855805e-07 	 1.0 	 0.027100519180284492 	 0.9961062300319489
1785 9.179149067082903e-07 	 1.0 	 0.02639675822971954 	 0.9960063897763578
1786 9.05409473708545e-07 	 1.0 	 0.026842738678448174 	 0.9962060702875399
1787 9.49624578923931e-07 	 1.0 	 0.025835095387757367 	 0.9960063897763578
1788 9.953611677750018e-07 	 1.0 	 0.02669882409074398 	 0.9961062300319489
1789 8.632086367558145e-07 	 1.0 	 0.026325642196608864 	 0.9961062300319489
1790 8.66434840042416e-07 	 1.0 	 0.026299436399368922 	 0.996305910543131
1791 8.885012360271105e-07 	 1.0 	 0.026353137239800404 	 0.9959065495207667
1792 1.2295626917712355e-06 	 1.0 	 0.026083783464610804 	 0.9961062300319489
1793 1.1527710221966458e-06 	 1.0 	 0.026534418220059502 	 0.996305910543131
1794 1.053584660824356e-06 	 1.0 	 0.027056535010066038 	 0.996305910543131
1795 9.365790238102534e-07 	 1.0 	 0.026567982385863876 	 0.9961062300319489
1796 3.0926682980057764e-06 	 1.0 	 0.0273631694949375 	 0.9958067092651757
1797 8.583490963511053e-07 	 1.0 	 0.026412302813185497 	 0.9961062300319489
1798 8.635330061579793e-07 	 1.0 	 0.027342515995399583 	 0.9961062300319489
1799 9.317097380882444e-07 	 1.0 	 0.026821167912964426 	 0.9958067092651757
1800 9.760890652282228e-07 	 1.0 	 0.026408034770383036 	 0.9959065495207667
1801 1.0380096982731856e-06 	 1.0 	 0.027602474041374208 	 0.9960063897763578
1802 1.0952023936302169e-06 	 1.0 	 0.028215700692292383 	 0.9959065495207667
1803 1.098568981809791e-06 	 1.0 	 0.027776421443386844 	 0.9960063897763578
1804 9.458116153021479e-07 	 1.0 	 0.027790985734670037 	 0.9959065495207667
1805 8.918867432640809e-07 	 1.0 	 0.026661887124231322 	 0.9959065495207667
1806 1.0120402508866278e-06 	 1.0 	 0.027065951595637412 	 0.9960063897763578
1807 9.379059769223375e-07 	 1.0 	 0.027420924603437327 	 0.9960063897763578
1808 9.485631414638362e-07 	 1.0 	 0.026570570680004693 	 0.9961062300319489
1809 1.1547002934493377e-06 	 1.0 	 0.026988318204608935 	 0.9961062300319489
1810 1.0799924735349008e-06 	 1.0 	 0.0265512548065499 	 0.9960063897763578
1811 8.186116701449464e-07 	 1.0 	 0.02754666127093211 	 0.9960063897763578
1812 1.0701569963163139e-06 	 1.0 	 0.02644699951134952 	 0.9960063897763578
1813 8.636640769935866e-07 	 1.0 	 0.02728723575260695 	 0.9959065495207667
1814 1.0147225371147784e-06 	 1.0 	 0.02579583106132478 	 0.9962060702875399
1815 9.534760765041029e-07 	 1.0 	 0.027061452727030057 	 0.9960063897763578
1816 8.985827942417757e-07 	 1.0 	 0.027149122129734905 	 0.9960063897763578
1817 9.917526794863817e-07 	 1.0 	 0.02624138367118614 	 0.9961062300319489
1818 1.0467135754066703e-06 	 1.0 	 0.027149373784031768 	 0.9960063897763578
1819 9.399945127111664e-07 	 1.0 	 0.027557225373617183 	 0.9961062300319489
1820 8.642175738495439e-07 	 1.0 	 0.027464592115896944 	 0.9960063897763578
1821 9.626358998929163e-07 	 1.0 	 0.025850220766075908 	 0.9962060702875399
1822 8.637266466593018e-07 	 1.0 	 0.027034831262157114 	 0.9960063897763578
1823 8.793968325572621e-07 	 1.0 	 0.02691688207176809 	 0.9961062300319489
1824 9.801348844720793e-07 	 1.0 	 0.026133773542765734 	 0.996305910543131
1825 8.958618209922519e-07 	 1.0 	 0.02654436148220874 	 0.9960063897763578
1826 8.671744714992257e-07 	 1.0 	 0.026816453592345194 	 0.9961062300319489
1827 8.355157215505926e-07 	 1.0 	 0.025988401904001104 	 0.9962060702875399
1828 9.445014853218936e-07 	 1.0 	 0.026564661105731798 	 0.9961062300319489
1829 8.886313087108988e-07 	 1.0 	 0.026624329457014675 	 0.9959065495207667
1830 8.365498870193733e-07 	 1.0 	 0.02635896613254794 	 0.9962060702875399
1831 1.010542936793115e-06 	 1.0 	 0.026598915193246083 	 0.9961062300319489
1832 9.327111570637214e-07 	 1.0 	 0.026534707285694924 	 0.9961062300319489
1833 8.316387620112664e-07 	 1.0 	 0.028013360378116456 	 0.9958067092651757
1834 9.144662540043669e-07 	 1.0 	 0.026373291914999288 	 0.9959065495207667
1835 9.61285229420099e-07 	 1.0 	 0.027631285014874434 	 0.9960063897763578
1836 9.281831760119986e-07 	 1.0 	 0.026996185389164012 	 0.9961062300319489
1837 9.620641497275527e-07 	 1.0 	 0.02745088708141073 	 0.9960063897763578
1838 9.81247323123e-07 	 1.0 	 0.026082468858686984 	 0.9959065495207667
1839 9.403514681559955e-07 	 1.0 	 0.02711777725288984 	 0.9961062300319489
1840 8.819838384418688e-07 	 1.0 	 0.025947355252498347 	 0.9961062300319489
1841 1.007763486758222e-06 	 1.0 	 0.027299961098443577 	 0.9960063897763578
1842 9.063983120083208e-07 	 1.0 	 0.02689787243854694 	 0.9961062300319489
1843 8.765970096433762e-07 	 1.0 	 0.027228515946224524 	 0.9959065495207667
1844 9.793835625926306e-07 	 1.0 	 0.026646607819013804 	 0.9961062300319489
1845 8.323669133808665e-07 	 1.0 	 0.027165968407817462 	 0.9961062300319489
1846 1.0083611327308973e-06 	 1.0 	 0.026265249469836608 	 0.9965055910543131
1847 9.472483563456535e-07 	 1.0 	 0.02638219935410384 	 0.996305910543131
1848 8.7544007594758e-07 	 1.0 	 0.02634380469883316 	 0.9961062300319489
1849 8.760728700109155e-07 	 1.0 	 0.026347734081089067 	 0.9960063897763578
1850 1.3301406392771753e-06 	 1.0 	 0.026989139722639905 	 0.9962060702875399
1851 8.537843530795896e-07 	 1.0 	 0.026879637993755794 	 0.9961062300319489
1852 9.72731502444475e-07 	 1.0 	 0.02660990334313256 	 0.9962060702875399
1853 7.626424131680665e-07 	 1.0 	 0.026503164678216083 	 0.9961062300319489
1854 8.606816665749761e-07 	 1.0 	 0.02727384911335142 	 0.9959065495207667
1855 9.03506669315135e-07 	 1.0 	 0.026595118062657883 	 0.9959065495207667
1856 8.777354382979752e-07 	 1.0 	 0.026773405019215338 	 0.9960063897763578
1857 1.0640606883022485e-06 	 1.0 	 0.025218355685488438 	 0.9962060702875399
1858 8.248168887169527e-07 	 1.0 	 0.026325747706610544 	 0.9960063897763578
