675 1.4434343521679926e-06 	 1.0 	 0.023166469963967984 	 0.99609375
676 1.2702276611525799e-06 	 1.0 	 0.023039567560730844 	 0.99609375
677 1.5695070036305396e-06 	 1.0 	 0.022957585451448638 	 0.9962890625
678 1.240453737177236e-06 	 1.0 	 0.02356418333572279 	 0.9962890625
679 1.2594730720992283e-06 	 1.0 	 0.023335577287929964 	 0.99609375
680 1.4384951859609598e-06 	 1.0 	 0.02354290368561891 	 0.99619140625
681 1.331633000255349e-06 	 1.0 	 0.02346288587318739 	 0.99619140625
682 1.5564967977892096e-06 	 1.0 	 0.02357322473696897 	 0.99609375
683 1.3885974002293209e-06 	 1.0 	 0.023334415381392404 	 0.99609375
684 1.2729300579812006e-06 	 1.0 	 0.023971426549625717 	 0.99599609375
685 1.2474091745240872e-06 	 1.0 	 0.02414997872639546 	 0.99619140625
686 1.4695882232209486e-06 	 1.0 	 0.02302859513833617 	 0.99619140625
687 1.2292184330710109e-06 	 1.0 	 0.02418690127822245 	 0.99619140625
688 1.4258101886242566e-06 	 1.0 	 0.02356334656417829 	 0.99599609375
689 1.2981288463102512e-06 	 1.0 	 0.02331373108454926 	 0.99619140625
690 1.2648778266493606e-06 	 1.0 	 0.02371763159002711 	 0.99609375
691 1.3217583423830567e-06 	 1.0 	 0.023318181110102996 	 0.99619140625
692 1.5670171453990415e-06 	 1.0 	 0.023285822059327898 	 0.9962890625
693 1.1402513113422252e-06 	 1.0 	 0.023834351527662535 	 0.9962890625
694 1.1979964118786495e-06 	 1.0 	 0.023819344199267435 	 0.99609375
695 1.1713488600579302e-06 	 1.0 	 0.023517205308264975 	 0.996484375
696 1.2410142953903258e-06 	 1.0 	 0.02315573371141042 	 0.9962890625
697 1.4488403097705596e-06 	 1.0 	 0.0239480097444968 	 0.99609375
698 1.495080401224021e-06 	 1.0 	 0.02399002742770904 	 0.99619140625
699 1.4899103004139194e-06 	 1.0 	 0.02429150979284316 	 0.99599609375
700 1.392325123418841e-06 	 1.0 	 0.023679423485492634 	 0.99609375
701 1.2359478919503238e-06 	 1.0 	 0.023405907682483473 	 0.9962890625
702 1.2922171298037598e-06 	 1.0 	 0.02331523517690961 	 0.9962890625
703 1.1712434844985578e-06 	 1.0 	 0.024259730125573496 	 0.99609375
704 1.282824153177082e-06 	 1.0 	 0.023383728312438023 	 0.99609375
705 1.2120303430518228e-06 	 1.0 	 0.02428479122911469 	 0.99599609375
706 1.2483005955264603e-06 	 1.0 	 0.02393632912846506 	 0.99609375
707 1.2769321266275587e-06 	 1.0 	 0.023796341807790354 	 0.9962890625
708 1.2696162886665528e-06 	 1.0 	 0.023226378174164352 	 0.99599609375
709 1.3658949909514583e-06 	 1.0 	 0.023573084392607767 	 0.99609375
710 1.2542543247348796e-06 	 1.0 	 0.02340558375618116 	 0.9962890625
711 1.1943370720852617e-06 	 1.0 	 0.024201768046735593 	 0.9962890625
712 1.3127466586166936e-06 	 1.0 	 0.02312136500363877 	 0.99619140625
713 1.3486920418663175e-06 	 1.0 	 0.02392076090709878 	 0.99619140625
714 1.2288491428585064e-06 	 1.0 	 0.023389237141346796 	 0.99619140625
715 1.4168203980788607e-06 	 1.0 	 0.024046920836414642 	 0.99609375
716 1.3589939879019723e-06 	 1.0 	 0.023347494080173094 	 0.9962890625
717 1.3403940483764817e-06 	 1.0 	 0.02406108593901024 	 0.99609375
718 1.2297810864220315e-06 	 1.0 	 0.02341647968603482 	 0.99619140625
719 1.1707152021531526e-06 	 1.0 	 0.023510835892034267 	 0.9962890625
720 1.5447277452104546e-06 	 1.0 	 0.02345015436411515 	 0.99609375
721 1.113145291761586e-06 	 1.0 	 0.02289204723400573 	 0.99619140625
722 1.2187230504438034e-06 	 1.0 	 0.023393491244785736 	 0.99619140625
723 1.0922125065399947e-06 	 1.0 	 0.02357647300023018 	 0.9962890625
724 1.20924003918435e-06 	 1.0 	 0.023937947555536 	 0.99609375
725 1.2514196622841041e-06 	 1.0 	 0.023791024995613697 	 0.99609375
726 1.4922423797778676e-06 	 1.0 	 0.023775307927762057 	 0.99619140625
727 1.1751281072635354e-06 	 1.0 	 0.023636262837419507 	 0.99599609375
728 1.2512102762796896e-06 	 1.0 	 0.023248242997572534 	 0.99609375
729 1.3621151631361238e-06 	 1.0 	 0.023412227037020016 	 0.99609375
730 1.2524111205437276e-06 	 1.0 	 0.023824796700949235 	 0.99609375
731 1.1160446776046792e-06 	 1.0 	 0.024317453069221173 	 0.99609375
732 1.2436230496645936e-06 	 1.0 	 0.023749016282863522 	 0.99619140625
733 1.2379481178357873e-06 	 1.0 	 0.023288956565705732 	 0.99609375
734 1.1982202125599615e-06 	 1.0 	 0.023874161634211077 	 0.9962890625
735 1.2075195263154888e-06 	 1.0 	 0.02298989467095893 	 0.99619140625
736 1.1590248301703948e-06 	 1.0 	 0.02377661495711756 	 0.99599609375
737 1.2688191305532342e-06 	 1.0 	 0.023513225904319413 	 0.99619140625
738 1.36911618592462e-06 	 1.0 	 0.02385289579469827 	 0.99609375
739 1.1429270057567669e-06 	 1.0 	 0.023387652919963385 	 0.99609375
740 1.176196920729798e-06 	 1.0 	 0.023824264087127033 	 0.99609375
741 1.091441444862288e-06 	 1.0 	 0.02369640608044037 	 0.99609375
742 1.506949261469312e-06 	 1.0 	 0.0236803339859037 	 0.99619140625
743 1.2493387732612038e-06 	 1.0 	 0.02340304005874607 	 0.9962890625
744 1.185172748365366e-06 	 1.0 	 0.02384372871986855 	 0.99619140625
745 1.1828593613273088e-06 	 1.0 	 0.02384207137501555 	 0.9962890625
746 1.0628436710468747e-06 	 1.0 	 0.023842996322645506 	 0.99609375
747 1.048121226870342e-06 	 1.0 	 0.024137567600555344 	 0.9962890625
748 1.1067129024407681e-06 	 1.0 	 0.02359037540191835 	 0.99619140625
749 1.1751276773397493e-06 	 1.0 	 0.023800044156830326 	 0.9962890625
750 1.1913785140967243e-06 	 1.0 	 0.024326117806689494 	 0.99609375
751 1.3238890157735488e-06 	 1.0 	 0.02403304627958285 	 0.99599609375
752 1.3154583012963444e-06 	 1.0 	 0.023723239905564242 	 0.9962890625
753 1.4186599145713865e-06 	 1.0 	 0.02381231722243484 	 0.9962890625
754 1.2681001375925838e-06 	 1.0 	 0.02344626249174908 	 0.99619140625
755 1.0474634211252585e-06 	 1.0 	 0.023618025761425444 	 0.99619140625
756 1.1868958322722387e-06 	 1.0 	 0.023733998120296463 	 0.99619140625
757 1.2200523633059198e-06 	 1.0 	 0.02348622147237194 	 0.99619140625
758 1.1986873708208857e-06 	 1.0 	 0.023542954954949024 	 0.99599609375
759 1.0569913889506044e-06 	 1.0 	 0.023814324199283733 	 0.99609375
760 1.1385346421279431e-06 	 1.0 	 0.023616001369011385 	 0.99619140625
761 1.2049559995946655e-06 	 1.0 	 0.023657077016667926 	 0.99619140625
762 1.200646751366167e-06 	 1.0 	 0.024639363545107783 	 0.99609375
763 1.0943122651428487e-06 	 1.0 	 0.023790504429784677 	 0.99619140625
764 1.1595010836690958e-06 	 1.0 	 0.02383446356304262 	 0.99609375
765 1.3718631609324108e-06 	 1.0 	 0.023438834461023815 	 0.99619140625
766 1.1661106536357437e-06 	 1.0 	 0.023573664927246794 	 0.99609375
767 1.170644409817249e-06 	 1.0 	 0.024189576893599705 	 0.99609375
768 1.2464215776916976e-06 	 1.0 	 0.023987576631225593 	 0.99609375
769 1.2667681512361912e-06 	 1.0 	 0.023677858281392617 	 0.99619140625
770 1.2647941498657568e-06 	 1.0 	 0.023826953085260883 	 0.99609375
771 1.0548344600792312e-06 	 1.0 	 0.02327181828811824 	 0.9962890625
772 1.079292915686755e-06 	 1.0 	 0.023377951889782977 	 0.99609375
773 1.2651384086208203e-06 	 1.0 	 0.02422945998619639 	 0.9962890625
774 1.4652128232820264e-06 	 1.0 	 0.023417166097071986 	 0.9962890625
775 1.0497546167688135e-06 	 1.0 	 0.023308726579535845 	 0.99619140625
776 1.1188226628781525e-06 	 1.0 	 0.023551437220358195 	 0.9962890625
777 1.1336568228722994e-06 	 1.0 	 0.02357449865235033 	 0.9962890625
778 1.0969918467531558e-06 	 1.0 	 0.02356834982942111 	 0.99609375
779 1.2686116870381831e-06 	 1.0 	 0.02372828969968239 	 0.99609375
780 9.620241886020203e-07 	 1.0 	 0.02369194947235549 	 0.99638671875
781 1.0970815867741965e-06 	 1.0 	 0.024186447206035668 	 0.99609375
782 1.0753401461309242e-06 	 1.0 	 0.023518027115873252 	 0.99609375
783 1.1339857784267694e-06 	 1.0 	 0.023768501181656278 	 0.99619140625
784 1.111981716209109e-06 	 1.0 	 0.023703221949603302 	 0.99609375
785 1.6754467606122378e-06 	 1.0 	 0.02407482802873382 	 0.99619140625
786 1.2852972161045864e-06 	 1.0 	 0.023729215025640116 	 0.9962890625
787 1.0682312503071156e-06 	 1.0 	 0.023681529224030128 	 0.99638671875
788 1.158986431132538e-06 	 1.0 	 0.024184854226612273 	 0.9962890625
789 1.4638301270715857e-06 	 1.0 	 0.023942308321893792 	 0.99609375
790 1.2375924271931758e-06 	 1.0 	 0.02322329395730769 	 0.99609375
791 1.3661659314366238e-06 	 1.0 	 0.023607879035058232 	 0.99619140625
792 1.1520780958635372e-06 	 1.0 	 0.0235763311938058 	 0.99619140625
793 1.1411746404746155e-06 	 1.0 	 0.02321195443032522 	 0.9962890625
794 1.184501888550948e-06 	 1.0 	 0.02333797977032894 	 0.9962890625
795 1.2039291685913763e-06 	 1.0 	 0.024576628460449966 	 0.99609375
796 1.0686053499308014e-06 	 1.0 	 0.02404889518019182 	 0.99609375
797 1.408155074456814e-06 	 1.0 	 0.023106443124751942 	 0.9962890625
798 1.1072624693028061e-06 	 1.0 	 0.024589736877447876 	 0.99609375
799 1.2289673038984246e-06 	 1.0 	 0.02393833394210887 	 0.99609375
800 1.0328379076622521e-06 	 1.0 	 0.023523803150767363 	 0.9962890625
801 1.0402228292765204e-06 	 1.0 	 0.02336619750735842 	 0.99619140625
802 1.0930985124798233e-06 	 1.0 	 0.023669632653201232 	 0.99609375
803 1.0876348786150815e-06 	 1.0 	 0.023328210351265356 	 0.99609375
804 1.2215427585686513e-06 	 1.0 	 0.023515228520912146 	 0.99619140625
805 1.2477587751067278e-06 	 1.0 	 0.023713284773342024 	 0.99619140625
806 1.1264978153224122e-06 	 1.0 	 0.02392898278456599 	 0.9962890625
807 1.084099272079491e-06 	 1.0 	 0.02366564219746401 	 0.99619140625
808 1.1428397532895093e-06 	 1.0 	 0.02372997977824447 	 0.99619140625
809 1.1190749519254359e-06 	 1.0 	 0.023678338308030077 	 0.99619140625
810 1.0017035058025383e-06 	 1.0 	 0.02451152230778426 	 0.99609375
811 1.0616942364215312e-06 	 1.0 	 0.02418357596447649 	 0.99599609375
812 1.1632289843307478e-06 	 1.0 	 0.02438709712811331 	 0.99609375
813 1.1751179695814238e-06 	 1.0 	 0.024432733909999626 	 0.99599609375
814 1.0878340792528794e-06 	 1.0 	 0.023691307790712556 	 0.99619140625
815 1.2899205797936382e-06 	 1.0 	 0.023922158888634824 	 0.99609375
816 1.0044804186107918e-06 	 1.0 	 0.024076268296055046 	 0.99619140625
817 1.0900435634631342e-06 	 1.0 	 0.02427030658997644 	 0.99599609375
818 1.0973907701595415e-06 	 1.0 	 0.023400416693159797 	 0.99609375
819 1.0355882298533294e-06 	 1.0 	 0.023837667212178105 	 0.99609375
820 1.1121892822791528e-06 	 1.0 	 0.023974150758330738 	 0.99619140625
821 1.229523416767166e-06 	 1.0 	 0.02369627054898551 	 0.99609375
822 1.0447883281097271e-06 	 1.0 	 0.023854688131781286 	 0.9962890625
823 1.0575394460092773e-06 	 1.0 	 0.024141269486117167 	 0.99619140625
824 9.093275998941321e-07 	 1.0 	 0.023938074199297787 	 0.99599609375
825 1.2965776613360908e-06 	 1.0 	 0.023666015049635548 	 0.99609375
826 1.0835763981818588e-06 	 1.0 	 0.02384984607005016 	 0.9962890625
827 9.53049149614372e-07 	 1.0 	 0.023765131710687372 	 0.99609375
828 1.0970058558936928e-06 	 1.0 	 0.02382605189824858 	 0.9962890625
829 1.1367644794402988e-06 	 1.0 	 0.02322814103372579 	 0.99609375
830 1.0436766716787104e-06 	 1.0 	 0.024027555844747896 	 0.99619140625
831 1.1150601804831725e-06 	 1.0 	 0.023731779281529343 	 0.9962890625
832 1.118354942507052e-06 	 1.0 	 0.023423334361594782 	 0.99609375
833 1.0396826105400525e-06 	 1.0 	 0.024253645543019786 	 0.99609375
834 1.0728981813147183e-06 	 1.0 	 0.02343715964710995 	 0.9962890625
835 1.040990862479342e-06 	 1.0 	 0.02375621630723863 	 0.9962890625
836 1.3464863836106769e-06 	 1.0 	 0.023544498476051955 	 0.9962890625
837 1.0240667914958302e-06 	 1.0 	 0.02373325864111493 	 0.99609375
838 1.073145744289669e-06 	 1.0 	 0.024476570102258677 	 0.99609375
839 1.0561473726700389e-06 	 1.0 	 0.023302693355218194 	 0.99619140625
840 1.0660149560444808e-06 	 1.0 	 0.023480042619786444 	 0.99619140625
841 1.0488528880265556e-06 	 1.0 	 0.02290409410408998 	 0.99619140625
842 1.0214754455912784e-06 	 1.0 	 0.023929186964122807 	 0.99619140625
843 1.0500734031301459e-06 	 1.0 	 0.024336437065466753 	 0.99609375
844 1.164115312140984e-06 	 1.0 	 0.024071196787890513 	 0.99599609375
845 1.1093880699269932e-06 	 1.0 	 0.024483093438175986 	 0.99619140625
846 1.1659068697610582e-06 	 1.0 	 0.023939969928932568 	 0.99609375
847 1.1152946402868329e-06 	 1.0 	 0.02352502967322003 	 0.99619140625
848 1.163932059135148e-06 	 1.0 	 0.023745659274853635 	 0.99619140625
849 1.1821569173249405e-06 	 1.0 	 0.02426735834948488 	 0.9962890625
850 1.0340349757641848e-06 	 1.0 	 0.02439153088629382 	 0.99599609375
851 9.898370092476217e-07 	 1.0 	 0.02369281093950999 	 0.99619140625
852 1.0578513042700045e-06 	 1.0 	 0.02435834183037855 	 0.99609375
853 1.0349534753866656e-06 	 1.0 	 0.023690104397277877 	 0.9962890625
854 1.1106774362945747e-06 	 1.0 	 0.024474435491227096 	 0.99599609375
855 9.615714440366814e-07 	 1.0 	 0.02421669527215222 	 0.99638671875
856 9.492815546917699e-07 	 1.0 	 0.024278394324345955 	 0.99619140625
857 1.3103845721789092e-06 	 1.0 	 0.02446225818117931 	 0.9962890625
858 9.551331850150028e-07 	 1.0 	 0.023776520467463768 	 0.99609375
859 1.0748642470676583e-06 	 1.0 	 0.023091913276370234 	 0.9962890625
860 1.1653236543572668e-06 	 1.0 	 0.02403601743808572 	 0.9962890625
861 9.776059654529101e-07 	 1.0 	 0.02394546958141035 	 0.99609375
862 1.0231506334660265e-06 	 1.0 	 0.023466967276287675 	 0.99609375
863 1.231804946848821e-06 	 1.0 	 0.02459795722888778 	 0.99599609375
864 1.1474284481992049e-06 	 1.0 	 0.024297980444691447 	 0.99609375
865 1.1036318596779893e-06 	 1.0 	 0.023797633817239115 	 0.99619140625
866 1.0681269045803988e-06 	 1.0 	 0.024184223195985767 	 0.99619140625
867 1.0373682478232363e-06 	 1.0 	 0.023555761389161843 	 0.99619140625
868 1.120582452296063e-06 	 1.0 	 0.023977133717729516 	 0.9962890625
869 1.1546853023176778e-06 	 1.0 	 0.023876039481506694 	 0.99619140625
870 1.2198217867727759e-06 	 1.0 	 0.024511816358580064 	 0.99609375
871 1.057084378278124e-06 	 1.0 	 0.02342148398617603 	 0.99638671875
872 1.1021295409266335e-06 	 1.0 	 0.02380367132359673 	 0.99619140625
873 9.840145718361878e-07 	 1.0 	 0.023862415419386274 	 0.99609375
874 1.040865329058798e-06 	 1.0 	 0.023643538075807415 	 0.9962890625
875 1.0862458537767661e-06 	 1.0 	 0.024055491080184056 	 0.99619140625
876 9.924112812281995e-07 	 1.0 	 0.023757330572566814 	 0.9962890625
877 9.242789262047122e-07 	 1.0 	 0.0239303142255368 	 0.99619140625
878 1.0831945818459932e-06 	 1.0 	 0.023497026766436235 	 0.99609375
879 9.969263653279214e-07 	 1.0 	 0.02512486463541954 	 0.99599609375
880 9.87879349524177e-07 	 1.0 	 0.024544178543404627 	 0.99619140625
881 1.0215495114393621e-06 	 1.0 	 0.02432891188816839 	 0.99599609375
882 9.236708903256066e-07 	 1.0 	 0.02307724861396885 	 0.99638671875
883 1.0495765633729726e-06 	 1.0 	 0.024844799786025364 	 0.99599609375
884 1.0032326927733934e-06 	 1.0 	 0.023407016769088074 	 0.99619140625
885 1.048258265122642e-06 	 1.0 	 0.023997617130236293 	 0.99638671875
886 1.052483051590452e-06 	 1.0 	 0.023191527829156833 	 0.9962890625
887 9.207013529071434e-07 	 1.0 	 0.023549138083366117 	 0.99638671875
888 1.0567134547259497e-06 	 1.0 	 0.023829770234888414 	 0.9962890625
889 9.965244400874602e-07 	 1.0 	 0.02416555642626861 	 0.99619140625
890 1.2858469255476552e-06 	 1.0 	 0.024500330545074077 	 0.99609375
891 1.0756148464593362e-06 	 1.0 	 0.023888498232167876 	 0.9962890625
892 1.1747370334826177e-06 	 1.0 	 0.024059825491090335 	 0.99619140625
893 9.111761966139924e-07 	 1.0 	 0.023670413332766316 	 0.9962890625
894 9.268283239558732e-07 	 1.0 	 0.02370263843157474 	 0.99638671875
895 1.0659672071728438e-06 	 1.0 	 0.02403664264274532 	 0.99638671875
896 9.695787560198034e-07 	 1.0 	 0.023767297683906462 	 0.99638671875
897 1.0402498778757433e-06 	 1.0 	 0.02401420988113756 	 0.99619140625
898 1.1161022407615346e-06 	 1.0 	 0.024124395827957203 	 0.99619140625
899 9.196941746799929e-07 	 1.0 	 0.023468576368813387 	 0.99638671875
900 9.479459267584254e-07 	 1.0 	 0.023399937074778877 	 0.9962890625
901 8.976453706947811e-07 	 1.0 	 0.023693047105595257 	 0.9962890625
902 1.1552149153951404e-06 	 1.0 	 0.023763378573625003 	 0.99619140625
903 1.1850733774191117e-06 	 1.0 	 0.023186728191010177 	 0.99609375
904 9.774807906111196e-07 	 1.0 	 0.024577768723927206 	 0.99619140625
905 9.592579867075937e-07 	 1.0 	 0.023701987985229777 	 0.9962890625
906 1.0615048471250153e-06 	 1.0 	 0.023265859501757902 	 0.99619140625
907 9.7982470252876e-07 	 1.0 	 0.023944715981483 	 0.99609375
908 9.937819364833088e-07 	 1.0 	 0.024233235809391296 	 0.99619140625
909 1.0646743811708648e-06 	 1.0 	 0.02456194638684437 	 0.99609375
910 9.91582245587267e-07 	 1.0 	 0.023688707924934604 	 0.9962890625
911 1.15826874251755e-06 	 1.0 	 0.02363840073578629 	 0.99609375
912 1.0525225524602052e-06 	 1.0 	 0.023793038372554955 	 0.99619140625
913 1.0208630282258084e-06 	 1.0 	 0.02426609417686478 	 0.9962890625
914 9.518684553246631e-07 	 1.0 	 0.02421480329344945 	 0.99609375
915 9.246352720367813e-07 	 1.0 	 0.024405147587875577 	 0.99619140625
916 1.18413135254441e-06 	 1.0 	 0.02402443686411395 	 0.99619140625
917 8.958000220093283e-07 	 1.0 	 0.02335389868864155 	 0.9962890625
918 8.227331867627193e-07 	 1.0 	 0.023420468229449654 	 0.99619140625
919 9.992438582126442e-07 	 1.0 	 0.023607148817006162 	 0.99619140625
920 1.0537114270049098e-06 	 1.0 	 0.023430803093420847 	 0.9962890625
921 1.0263122813597866e-06 	 1.0 	 0.024120585747843037 	 0.99638671875
922 1.0771442741787889e-06 	 1.0 	 0.024046749432039504 	 0.99619140625
923 1.0541236204056628e-06 	 1.0 	 0.024258609628703808 	 0.9962890625
924 9.999358482596073e-07 	 1.0 	 0.023727103609625287 	 0.9962890625
925 8.971436447660041e-07 	 1.0 	 0.023245521695296388 	 0.9962890625
926 1.0328292974834703e-06 	 1.0 	 0.023431260244284147 	 0.9962890625
927 1.102297959181253e-06 	 1.0 	 0.023657824119442596 	 0.99619140625
928 9.296072880337669e-07 	 1.0 	 0.024004433436289573 	 0.9962890625
929 8.883709893568506e-07 	 1.0 	 0.023984431234241654 	 0.99619140625
930 1.2135539900427225e-06 	 1.0 	 0.024768585849244927 	 0.99609375
931 1.03055076418395e-06 	 1.0 	 0.023811991012536105 	 0.99619140625
932 8.897451796983636e-07 	 1.0 	 0.024243665825984806 	 0.99619140625
933 1.0497584465759868e-06 	 1.0 	 0.02393475395805176 	 0.9962890625
934 8.740989078464887e-07 	 1.0 	 0.023331023703503817 	 0.99638671875
935 8.743488222272387e-07 	 1.0 	 0.024681736928874543 	 0.99619140625
936 9.173475196312536e-07 	 1.0 	 0.024424339633822713 	 0.99619140625
937 1.108890159158396e-06 	 1.0 	 0.024552576885536935 	 0.9962890625
938 9.285561280472053e-07 	 1.0 	 0.02425493137565802 	 0.99619140625
939 1.0026061321547164e-06 	 1.0 	 0.023974616105124014 	 0.9962890625
940 9.596312820550545e-07 	 1.0 	 0.025207117754371566 	 0.99619140625
941 1.048830238213868e-06 	 1.0 	 0.023567685301774333 	 0.99619140625
942 1.058299138403521e-06 	 1.0 	 0.023839565236423964 	 0.9962890625
943 9.725656406395208e-07 	 1.0 	 0.023896426264538917 	 0.9962890625
944 1.014267176894936e-06 	 1.0 	 0.02361080430767597 	 0.9962890625
945 9.543931111054876e-07 	 1.0 	 0.024100131461256426 	 0.99619140625
946 9.457483562600177e-07 	 1.0 	 0.023558521104936857 	 0.99619140625
947 9.537052994496046e-07 	 1.0 	 0.024122337014880913 	 0.9962890625
948 1.0280794171353765e-06 	 1.0 	 0.024044818722580175 	 0.99609375
949 9.05527143587555e-07 	 1.0 	 0.023824140092529332 	 0.99619140625
950 8.599207293380115e-07 	 1.0 	 0.023607143947561582 	 0.99638671875
951 9.471934808642569e-07 	 1.0 	 0.023826495641161925 	 0.9962890625
952 8.447144333259271e-07 	 1.0 	 0.02362412990049272 	 0.99638671875
953 8.370487494178812e-07 	 1.0 	 0.02435961160171409 	 0.99619140625
954 9.337514667537628e-07 	 1.0 	 0.024336893097703437 	 0.9962890625
955 8.895708417323053e-07 	 1.0 	 0.024013467338793504 	 0.9962890625
956 8.70910716038745e-07 	 1.0 	 0.024185375800945864 	 0.9962890625
957 9.003427973223963e-07 	 1.0 	 0.024094268356520843 	 0.99638671875
958 9.873247263964175e-07 	 1.0 	 0.02355464895642321 	 0.99619140625
959 8.337126038222405e-07 	 1.0 	 0.023930762734731558 	 0.99638671875
960 9.737458945017683e-07 	 1.0 	 0.023883385936652957 	 0.99619140625
961 8.164854850171658e-07 	 1.0 	 0.024409895707221095 	 0.99619140625
962 9.795802861859542e-07 	 1.0 	 0.02422378793394344 	 0.99619140625
963 9.870821365300642e-07 	 1.0 	 0.02399834461703172 	 0.99619140625
964 1.0253967265462377e-06 	 1.0 	 0.023364096923046772 	 0.99619140625
965 1.080313166628172e-06 	 1.0 	 0.023543700476674444 	 0.99619140625
966 1.0026368544234354e-06 	 1.0 	 0.023401924533344776 	 0.9962890625
967 9.113934412937542e-07 	 1.0 	 0.02419861873484521 	 0.99619140625
968 8.873415169881743e-07 	 1.0 	 0.024510997548151538 	 0.99619140625
969 8.798847640827776e-07 	 1.0 	 0.023792977508187717 	 0.99609375
970 9.269681993998656e-07 	 1.0 	 0.02381821418745993 	 0.99619140625
971 2.1819549645255498e-06 	 1.0 	 0.024475886854344965 	 0.9962890625
972 1.1207913402300093e-06 	 1.0 	 0.023803404985960876 	 0.9962890625
973 9.399690522817546e-07 	 1.0 	 0.024310953231178444 	 0.9962890625
974 1.0731293085820857e-06 	 1.0 	 0.024396470898960843 	 0.99609375
975 9.236785198100335e-07 	 1.0 	 0.023465782251122568 	 0.99619140625
976 8.62578177269513e-07 	 1.0 	 0.024307469379882818 	 0.99619140625
977 1.0122897705891739e-06 	 1.0 	 0.02364060844601106 	 0.9962890625
978 8.704649910177722e-07 	 1.0 	 0.0245571987745997 	 0.99609375
979 1.0569877173164227e-06 	 1.0 	 0.02392319804779177 	 0.9962890625
980 8.814932825140446e-07 	 1.0 	 0.024602395723982085 	 0.99619140625
981 8.937234014765078e-07 	 1.0 	 0.02460176419689475 	 0.99619140625
982 1.0098818111489197e-06 	 1.0 	 0.0246096868084134 	 0.99609375
983 9.282018024462343e-07 	 1.0 	 0.02331787564730181 	 0.99619140625
984 8.498085927458817e-07 	 1.0 	 0.023671583564463815 	 0.9962890625
985 9.286322587215758e-07 	 1.0 	 0.023431250940689985 	 0.99609375
986 1.135533147513852e-06 	 1.0 	 0.02438469619985604 	 0.99619140625
987 9.447454155570946e-07 	 1.0 	 0.02429895788688121 	 0.99638671875
988 9.19531646588411e-07 	 1.0 	 0.02413022917525325 	 0.9962890625
989 8.714885155077145e-07 	 1.0 	 0.02379502530469644 	 0.99619140625
990 9.765471294967984e-07 	 1.0 	 0.023705849859752704 	 0.99619140625
991 8.984885517696143e-07 	 1.0 	 0.024451022743879492 	 0.99609375
992 8.514905243072279e-07 	 1.0 	 0.024236659063680933 	 0.99619140625
993 9.378205025446532e-07 	 1.0 	 0.023658158966162014 	 0.99609375
994 9.476635123710111e-07 	 1.0 	 0.024334692748198706 	 0.9962890625
995 8.421690637342146e-07 	 1.0 	 0.02417913376268075 	 0.9962890625
996 9.74217495890002e-07 	 1.0 	 0.023969048517049885 	 0.9962890625
997 1.031200567327894e-06 	 1.0 	 0.02410899186982789 	 0.99619140625
998 1.013370613998264e-06 	 1.0 	 0.023534974949171072 	 0.996484375
999 9.51462752032162e-07 	 1.0 	 0.024223499150621386 	 0.99619140625
